Date,News Title
7/31/2020,Chinese Tesla rival Xpeng Motors in talks over $300 million in funding ahead of U.S. ...
8/4/2020,Toni Sacconaghi on why his price target for Tesla is $900
8/5/2020,"The electric vehicle bubble, minus Tesla, has ‘started to burst,’ Jim Cramer says"
8/10/2020,Chinese Tesla rival Xpeng Motors files for New York IPO
8/11/2020,Wall Street is worried China will retaliate against companies like Apple and Tesla after TikTok ...
8/13/2020,Great idea Apple and Tesla split their stocks: JJ Kinahan
8/15/2020,"Stocks making the biggest moves midday: DraftKings, Tesla, Macy’s & more"
8/15/2020,BofA analyst on why he upgraded Tesla to neutral
8/18/2020,"Here’s why Morgan Stanley is raising its price target on Tesla to $1,360"
8/18/2020,Morgan Stanley’s Adam Jonas: Tesla has potential to be a large battery supplier
8/19/2020,"Three reasons why Tesla stock keeps rising, even without big headlines: CNBC After Hours"
8/21/2020,"Stocks making the biggest moves midday: L Brands, Estee Lauder, CureVac, Tesla & more"
8/21/2020,China Tesla rival Nio is up 240% this year and the company is revamping plans ...
8/21/2020,Tesla is worth more than Toyota and Volkswagon combined
8/22/2020,Tesla breaks through $2K but chartmaster says you should pump the brakes
8/24/2020,"‘I really can’t explain Tesla,’ says Gotham Asset’s Joel Greenblatt"
8/24/2020,Hightower’s Stephanie Link on record moves from Tesla and Apple
8/24/2020,Jim Cramer: Tesla is the ‘greatest momentum story every told’
8/25/2020,"Stocks making the biggest moves midday: Apple, Tesla, Deere, Delta & more"
8/25/2020,"Jim Cramer on how investors should value the stocks of Apple, Tesla"
8/26/2020,Jefferies analyst hikes Tesla price target to new Street high
8/27/2020,Trading Nation: Jefferies raises Tesla price target to Street high—Two experts on whether you should ...
8/31/2020,"Ives on Tesla, Apple: Stock split “was the smart move at the right time”"
8/31/2020,Tesla shares to start at $442 following 5-for-1 stock split
9/1/2020,"Stocks making the biggest moves midday: Apple, Tesla, Beyond Meat, Amazon & more"
9/1/2020,NYU’s ‘Dean of Valuation’ Aswath Damodaran on Apple and Tesla surge
9/1/2020,Here’s what’s driving the price of Tesla
9/1/2020,"Stocks making the biggest moves after hours: Zoom Video, Eastman Kodak, Tesla & more"
9/1/2020,How Tesla’s stock split has impacted investors shorting the stock
9/3/2020,"Tesla will do well, but there are better opportunities across the sector: Craig Irwin"
9/3/2020,JMP Securities Joe Osha: Tesla should raise more than $5 billion
9/3/2020,Market analysts discuss Tesla stock correction
9/4/2020,"Stocks making the biggest moves midday: Tesla, Facebook, Apple, Beyond Meat & more"
9/4/2020,Why this analyst is giving Tesla a neutral rating with a $150 price target
9/4/2020,"Tesla could be the most dangerous stock on Wall Street, investment researcher says"
9/4/2020,Here’s how much Elon Musk’s wealth has shrunk as Tesla shares slide
9/8/2020,Tesla completes sale of $5 billion in common stock
9/8/2020,Why Tesla was not included in the S&P 500
9/9/2020,"Stocks making the biggest moves midday: Tesla, Nikola, Disney, Apple and more"
9/9/2020,"Baillie Gifford ‘very optimistic’ on Tesla, Chinese entrepreneurship"
9/9/2020,Two experts discuss Tesla as shares plunge more than 30%
9/9/2020,"Tesla is a ‘technology on wheels’ company, bull says"
9/9/2020,Why this Roth Capital analyst is bearish on Tesla
9/11/2020,Oppenheimer’s Colin Rusch talks about why Tesla would benefit from a Joe Biden win
9/11/2020,Does the S&P need rules? Unpacking the index’s Tesla snub
9/11/2020,"Tesla plans to export China-made Model 3 vehicles to Asia and Europe, sources say"
9/11/2020,Top-ranked analyst on breaks down his underperform rating on Tesla
9/16/2020,"Stocks making the biggest moves midday: Netflix, Tesla, Nikola, Lennar and more"
9/16/2020,"Here are Wednesday’s biggest analyst calls of the day: Apple, Tesla, Overstock.com, Tapestry & more"
9/22/2020,Here’s what to expect from Tesla’s Battery Day
9/23/2020,Tesla will remain king of the market for the foreseeable future: Investor
9/23/2020,Canaccord Genuity analyst on what to watch for in Tesla’s annual meeting
9/23/2020,Major Tesla bear reacts to Battery Day promises
9/23/2020,Jim Cramer on the market’s reaction to Tesla’s Battery Day
9/23/2020,Competitors are narrowing battery gap on Tesla: Needham’s Raj Gil
9/24/2020,Tesla sues U.S. over certain China tariffs
9/24/2020,"Tesla’s battery announcement was ‘underwhelming,’ says early Tesla investor"
9/24/2020,Tesla Battery Day garners mixed reactions from Wall Street. Where two traders stand
9/24/2020,ARK Invest analyst says Tesla’s cost reductions promise success for the company’s future
3/4/2021,Jim Cramer reacts to Ron Baron selling 1.8 million Tesla shares
3/9/2021,Here’s a glimpse at Tesla’s Model Y production line at Shanghai Gigafactory
3/10/2021,"Stocks making the biggest moves midday: Tesla, Stitch Fix, Dick’s Sporting Goods & more"
4/8/2021,Goldman shows how to play the global economic comeback – with Tesla and more
4/19/2021,Automakers battle to top Tesla at the Shanghai Auto Show
4/22/2021,"Here are Thursday’s biggest analyst calls of the day: Tesla, Amazon, Alphabet, Microsoft & more"
4/23/2021,"Here are Friday’s biggest analyst calls of the day: Tesla, Schwab, Amazon, Microsoft & more"
4/27/2021,CFRA senior analyst Garrett Nelson and CNBC’s Lora Kolodny on Tesla’s Q1
4/27/2021,Canaccord Genuity analyst discusses what he’s looking for in Tesla’s earnings call
4/27/2021,Fullcycle’s Ibrahim Alhusseini on Tesla’s bitcoin sale and U.S. infrastructure
12/16/2021,"Tesla, Amazon, and Uber are some of today’s top stock picks for investors: Pro Market ..."
12/21/2021,"AT&T, Amazon, and Tesla are today’s top stock picks for investors: Pro Market Movers Dec. ..."
12/24/2021,"Tesla, Nikola shares pop — Two traders’ top EV bets for 2022"
12/24/2021,"NVIDIA, Tesla, and UPS are today’s top stock picks for investors: Pro Market Movers Dec. ..."
12/30/2021,"Tesla, Starbucks, and PayPal are some of today’s top stocks for investors: Pro Market Movers ..."
12/30/2021,"Best trades on CNBC Wednesday: Tesla’s valuation debate, pros’ energy stock picks, and top metaverse ..."
12/31/2021,"Tesla, Microsoft, and Moderna are some of today’s top stocks for investors: Pro Market Movers ..."
1/3/2022,"Here are Monday’s biggest analyst calls of the day: Tesla, Citi, Amazon, Starbucks, Chevron and ..."
1/4/2022,"Tesla, UnitedHealth, and ON Semiconductor are some of today’s top stocks: Pro Market Movers Jan. ..."
1/6/2022,"Micron, Tesla, and Robinhood are some of today’s stock picks for investors: Pro Market Movers ..."
1/7/2022,"Oppenheimer’s Colin Rusch breaks down shares of EV makers Rivian, Tesla and more"
1/10/2022,"Here are Monday’s biggest analyst calls of the day: Tesla, Amazon, SolarEdge, Apple, Exxon & ..."
1/11/2022,"Here are Tuesday’s biggest analyst calls of the day: Amazon, Tesla, AT&T, IBM, Krispy Kreme ..."
1/12/2022,Bulls bet on Tesla
1/14/2022,"Snapchat, Amazon, and Tesla are some of today’s top investments: Pro Market Movers Jan. 13"
1/14/2022,"Best trades on CNBC Thursday: Amazon, Tesla and other tech stocks pros are buying on ..."
1/19/2022,"Here are Wednesday’s biggest analyst calls of the day: Apple, Netflix, PayPal, Exxon, Tesla & ..."
1/20/2022,California man charged after Tesla autopilot crash
12/29/2021,Should investors sell Tesla to switch to semiconductor names?
4/27/2021,Loup Ventures’ Gene Munster gives his take on Tesla’s quarter
4/27/2021,Reacting to Tesla’s earnings call
1/9/2023,Nasdaq notches second day of gains as investors buy beaten-up tech shares like Tesla
4/3/2024,CNBC Daily Open: Projections are not promises
4/3/2024,CNBC Daily Open: A projection is not a promise
9/7/2018,Tesla CTO JB Straubel has a stealthy recycling start-up and it’s expanding into Nevada
9/18/2018,UBS says Audi’s new electric car shows industry has a long way to go to ...
9/29/2018,Tesla’s Musk chose to ‘roll the dice’ with the SEC and that creates a huge ...
10/2/2018,Tesla will screen ‘Cars 3’ at Gigafactory as thank you to employees
11/20/2018,Tesla is turning to partners to help with a growing used-car business
11/18/2019,Tesla Supercharger catches fire at a Wawa store in New Jersey
11/21/2019,"Tesla has been ahead of the shift in technology, BlackRock’s Rieder says"
11/23/2019,Tesla falls more than 6% after Cybertruck flub—Cramer and other pros talk prospects
11/26/2019,Elon Musk’s tweets about Tesla’s Cybertruck ‘orders’ tell us very little about actual future sales
11/26/2019,Ford challenged Tesla to an ‘apples to apples’ tug-of-war between pickup trucks
11/28/2019,Tesla stock has been a ‘turkey’ this year-to-date: Investing pro
12/4/2019,"“Tesla is a must-own stock,” Piper Jaffray says"
12/9/2019,"Here’s why Tesla is a ‘faith stock,’ according to trader"
12/10/2019,Check out this footage of a Tesla Cybertruck driving on a Los Angeles freeway
12/20/2019,"Tesla, GM and others hyped up emerging technologies in autos. Now they have to deliver"
12/28/2019,No other automaker growing like Tesla: Former board member
1/3/2020,"Tesla delivered 367,500 vehicles in 2019"
1/7/2020,Tesla delivers China Model 3 to Chinese public
1/8/2020,"Everything Jim Cramer said about the stock market on ‘Mad Money,’ including preparation for a ..."
1/10/2020,Investors that are long Tesla should take some profits now: Investing pro
1/11/2020,"Facebook, Tesla and Netflix comebacks show how investors can overreact to headlines and miss out"
1/16/2020,Tesla shares fall after Morgan Stanley recommends dumping the stock. Here are the details
1/23/2020,"Everything Jim Cramer said about the stock market on ‘Mad Money,’ including stocks worth buying, ..."
1/23/2020,"Tesla is paving the way and we appreciate that, VW CEO says"
1/30/2020,Tesla Q4 earnings: $2.14 EPS VS. $1.72 estimated
1/30/2020,Tesla beats Wall Street estimates on Q4 earnings
1/31/2020,"Stocks making the biggest moves midday: Tesla, Penn National Gaming, Facebook, Microsoft & more"
1/31/2020,Jim Cramer: Tesla’s success is reminiscent of Amazon and Netflix
1/31/2020,"Everything Jim Cramer said about the stock market on ‘Mad Money,’ including coronavirus and recession ..."
2/4/2020,"Stocks making the biggest moves midday: Tesla, Gilead Sciences, Nike, Uber & more"
2/4/2020,"Dow soars more than 400 points, Tesla surge leads Nasdaq to all-time high"
2/4/2020,"Tesla’s surge is largely due to fear of missing out, says ROTH’s Irwin"
2/5/2020,Tesla CEO Elon Musk got $4.5 billion richer overnight
2/5/2020,"Cash dynamics at Tesla seem to be turning, strategist says"
2/6/2020,Why Greycroft’s Alan Patricof says Tesla may be a ‘cult story’
2/6/2020,"Ralph Nader: SEC should investigate Tesla for possible insider trading, market manipulation"
2/6/2020,"Everything Jim Cramer said about the stock market on ‘Mad Money,’ including Mayor Pete’s rise, ..."
2/10/2020,"One auto stock is a better bet than Tesla after head-spinning week, two traders say"
2/11/2020,Millennial clients small net buyers of Tesla in February: TD Ameritrade
2/11/2020,Tesla stock rises on Shanghai factory optimism—what to watch now
2/11/2020,"Trump budget would cut loan program for vehicle production used by Tesla, Ford"
5/9/2020,Tesla hasn’t received permission to resume production in Bay Area—Reuters
5/9/2020,Tesla secures $565 million loan for Shanghai factory
5/9/2020,Why some experts believe Tesla is better positioned to survive this recession than other US ...
5/11/2020,Elon Musk threatens to move Tesla HQ out of California over Covid-19 restrictions
5/12/2020,Elon Musk threatens to move Tesla headquarters out of Calif. over lockdown
5/12/2020,New UAL president; Musk tweets he will restart Tesla production today
5/12/2020,Tesla CEO Elon Musk defies stay-at-home order in Alameda County in California
5/13/2020,How Elon Musk could save billions by moving Tesla HQ out of California
5/13/2020,"Musk isn’t bluffing about moving Tesla out of California, says Recode’s Kara Swisher"
5/14/2020,"California AG Xavier Becerra on Tesla, lawsuit against Uber and Lyft"
5/16/2020,"Tesla planning to build factory in Austin, Texas: Electrek"
5/19/2020,GM is developing next-gen ‘Ultra Cruise’ semi-autonomous driving system to combat Tesla’s Autopilot
5/22/2020,Elon Musk and Jay Leno talk about the 2020 Tesla Roadster
5/22/2020,Elon Musk and Jay Leno get behind the 2021 Tesla Cybertruck
5/27/2020,Elon Musk and Jay Leno go for a spin in the 2021 Tesla Cybertruck
5/28/2020,Tesla CEO Elon Musk joins ‘Jay Leno’s Garage’
5/28/2020,What SpaceX’s historic NASA launch could mean for Elon Musk and Tesla
5/29/2020,Jim Cramer: Tesla will crush the high-end car market
6/5/2020,Tesla could be headed for more gains after triple-digit rally this year
6/9/2020,Ron Baron: There’s still plenty of room for growth for Tesla and SpaceX
6/9/2020,Why this Wireless Fund’s Paul Meeks says Tesla isn’t a good short-term investment
6/10/2020,Elon Musk: It’s time to bring Tesla Semi to volume production
6/13/2020,Tesla shares tumble after two analyst downgrades. How to trade the dip
6/18/2020,"Here are Thursday’s biggest analyst calls of the day: Tesla, Shopify, PayPal & more"
6/19/2020,"Tesla to $1,200? Traders share outlook after Jefferies call"
6/19/2020,"Newton Investment Management’s Seyi Bucknor on Tesla valuation, ESG"
6/23/2020,"Google, Apple, Amazon and Tesla slam Trump’s immigration crackdown"
6/25/2020,Tesla continues to struggle with handling volume increase: WSJ’s Higgins
6/26/2020,Tesla shares climb despite dismal survey results. Here’s where it’s headed next: Ark Invest
6/29/2020,Here’s a timeline of Tesla’s bull run over the past decade
6/29/2020,"Ark Invest: We expect further consolidation in traditional auto space, paving way for Tesla to ..."
6/30/2020,"Trading Nation: Tesla hits 10 years since IPO, here’s what could be next"
7/2/2020,Tesla hits record high—Here’s what investors should know
7/2/2020,Options traders bet on Tesla shares to hit the ‘gas’
7/3/2020,"Stocks making the biggest moves midday: Tesla, Avis Budget, Lemonade, Spotify & more"
7/3/2020,Tesla unlocking new customers with ongoing cost improvements: Analyst
7/3/2020,"Tesla stock hits record high and smashes Wall Street expectations, plus everything else you missed: ..."
7/3/2020,Tesla could deliver 10 million electric cars annually by 2030: Gene Munster
7/6/2020,"Stocks making the biggest moves midday: Uber, Spotify, Tesla, Dominion Energy, Zoom Video & more"
7/7/2020,"Stocks making the biggest moves after hours: Tesla, Red Rock Resorts, Fitbit and more"
7/7/2020,"Tesla’s future comes down to profitability, says Wedbush’s Dan Ives"
7/8/2020,Tesla shares hit another record high for the fifth day in a row
7/9/2020,Barclays to Tesla bears: ‘Stay in your caves’
7/9/2020,Tesla shares surge more than 200% in 2020—Watch three experts discuss what’s next for the ...
7/10/2020,Rivian raises $2.5 billion in aggressive plan to beat Tesla and Nikola with the first ...
7/11/2020,"Las Vegas’ losing bet, Tesla’s electric run, Uber’s pricing power and trouble for TikTok"
7/13/2020,Tesla CEO Elon Musk is now the seventh-richest person in the world
7/13/2020,"Tesla earnings will be a linchpin for the stock to move higher, analyst says"
7/14/2020,"Stocks making the biggest moves midday: Pfizer, Apple, Moderna, Tesla, PepsiCo & more"
7/14/2020,"Stocks making the biggest moves after hours: Tesla, BioNTech, Moderna and more"
7/14/2020,"Harrington: Tesla, for the markets, is the poster child of the irrational exuberance of 2020"
7/14/2020,"Tesla doesn’t create big return for shareholders, says former GM vice chair Bob Lutz"
7/14/2020,Jim Cramer: Investors are buying Tesla because of its battery technology
7/15/2020,Morgan Stanley’s Adam Jonas on his underweight rating for Tesla
7/15/2020,"Nearly 50,000 Robinhood accounts added Tesla to holdings in last 24 hours"
