Date,Content
2020-12-09,"Investors thinking of raising their holdings in Tesla ahead of its impending addition to the S&amp;P 500 Index should not, JPMorgan says "
2020-12-09,Tesla's sale of new shares comes at a good time for markets 
2020-12-08,Tesla claims it's nearly self-sufficient. So why does it keep going back to the stock market for more cash? 
2020-12-08,"Elon Musk confirms he has moved to Texas where two big priorities, SpaceX’s new Starship spacecraft and Tesla’s new Gigafactory, are located "
2020-12-08,"Tesla has raised a total of $12 billion this year alone, or more cash than is held by 88% of the companies in the S&amp;P 500 "
2020-12-08,A German court orders Tesla to halt logging to clear room for its German Gigafactory after environmentalists sue 
2020-12-08,"A startup backed by VW says new data show its batteries can be charged to 80% of full power in 15 minutes, almost twice as fast as a Tesla Model 3 "
2020-12-08,Tesla will tap capital markets for the third time in ten months by selling as much as $5 billion of stock 
2020-12-06,The CEO of VW plans to use his Audi brand to take on Tesla in electric vehicles 
2020-12-06,The CEO of VW plans to use his Audi brand to take on Tesla in electric vehicles 
2020-12-06,Tesla's first diversity report highlights a lack of diversity with a predominantly male and White leadership team 
2020-12-06,The CEO of VW plans to use his Audi brand to take on Tesla in electric vehicles 
2020-12-06,"Bloomberg 50: Zeng Yuqun's deal to supply batteries to Elon Musk's Tesla helped cut the price of the Model 3 to about $37,000 in China, cheaper than anywhere else "
2020-12-06,Tesla's first diversity report shows minorities make up more than half of its employees in the U.S. and a third of its directors and vice presidents 
2020-12-05,Tesla's first diversity report highlights a lack of diversity with a predominantly male and White leadership team 
2020-12-05,The CEO of VW plans to use his Audi brand to take on Tesla in electric vehicles 
2020-12-05,The CEO of VW plans to use his Audi brand to take on Tesla in electric vehicles 
2020-12-05,Tesla's first diversity report shows minorities make up more than half of its employees in the U.S. and a third of its directors and vice presidents 
2020-12-05,"Bloomberg 50: Zeng Yuqun's deal to supply batteries to Elon Musk's Tesla helped cut the price of the Model 3 to about $37,000 in China, cheaper than anywhere else "
2020-12-05,Elon Musk is the world's second-richest person with a $139 billion fortune. But the Tesla CEO isn’t the only electric-vehicle entrepreneur to have turned fabulously wealthy this year. 
2020-12-04,"David Einhorn's losing investments — notably, his high-profile bets against Tesla and Netflix — have gotten a lot of unwanted attention lately. But he still has one big thing going for him "
2020-12-04,"David Einhorn's losing investments — notably, his high-profile bets against Tesla and Netflix — have gotten a lot of unwanted attention lately. But he still has one big thing going for him "
2020-12-04,Elon Musk is the world's second-richest person with a $139 billion fortune. But the Tesla CEO isn’t the only electric-vehicle entrepreneur to have turned fabulously wealthy this year. 
2020-12-04,"Bloomberg 50: Zeng Yuqun's deal to supply batteries to Elon Musk's Tesla helped cut the price of the Model 3 to about $37,000 in China, cheaper than anywhere else "
2020-12-03,Elon Musk is the world's second-richest person with a $139 billion fortune. But the Tesla CEO isn’t the only electric-vehicle entrepreneur to have turned fabulously wealthy this year. 
2020-12-03,"Jim Chanos has been short Tesla's stock for five long years. 

And although he’s reduced the size of the trade — he’s not done with it yet "
2020-12-03,Electric-car sales in Germany will surpass those in Tesla's home state of California for the first time this year 
2020-12-03,"Famed short seller Jim Chanos is losing his bet against Tesla's Elon Musk, but he's not giving up on it "
2020-12-03,Elon Musk is the world's second-richest person with a $139 billion fortune. But the Tesla CEO isn’t the only electric-vehicle entrepreneur to have turned fabulously wealthy this year. 
2020-12-03,Elon Musk is the world's second-richest person with a $139 billion fortune. But the Tesla CEO isn’t the only electric-vehicle entrepreneur to have turned fabulously wealthy this year. 
2020-12-03,"Goldman Sachs is newly bullish on Tesla, upgrading the electric-car manufacturer to a buy rating from neutral "
2020-12-02,Some star managers who have ridden Tesla's ascent to superior returns may be left cold by its entry into the S&amp;P 500 
2020-12-02,Some star managers who have ridden Tesla's ascent to superior returns may be left cold by its entry into the S&amp;P 500 
2020-12-01,Tesla’s addition to the S&amp;P 500 in one shot is expected to spur as much as $70 billion worth of passive-fund flows 
2020-12-01,Tesla CEO Elon Musk urged employees in an internal email to stay focused on cutting costs and prevent a reversal in Tesla’s soaring stock price 
2020-12-01,The CEO of VW plans to use his Audi brand to take on Tesla in electric vehicles 
2020-12-01,The CEO of VW plans to use his Audi brand to take on Tesla in electric vehicles 
2020-11-30,"Tesla will be added to the S&amp;P 500 in one shot on Dec. 21, forcing money managers to adjust their portfolios to make room for the $538 billion company "
2020-11-30,Tesla shares look set for a day of brisk trading ahead of a decision from the S&amp;P Dow Jones Indices on how it plans to add the company to its benchmark 
2020-11-28,"When Tesla finally joins the S&amp;P 500, it will be bitter-sweet for investors with about $11 trillion in funds tied to the index 
"
2020-11-27,"The National Highway Traffic Safety Administration is investigating whether faulty suspension parts on nearly 115,000 Tesla cars can result in damage to the tires "
2020-11-26,Tesla is smashing through records. The company’s market valuation hit over the $500 billion mark for the first time on Tuesday 
2020-11-24,Tesla is smashing through records. The company’s market valuation hit over the $500 billion mark for the first time on Tuesday 
2020-11-23,"Tesla's relentless rally is also propelling smaller electric vehicle upstarts, which are far outperforming the broader market’s gains "
2020-11-20,"Tesla was the best performer in the Nasdaq 100 this week, as the stock set new record highs following the news that it would enter the S&amp;P 500 Index "
2020-11-20,"Tesla shares are on tear, with demand likely to surge from the stock's inclusion in the S&amp;P 500 Index "
2020-11-19,Tesla led the unstoppable rally in electric vehicle stocks on Thursday 
2020-11-18,Elon Musk is just a Tesla rally away from unseating fellow mega-billionaire Bill Gates as the second-richest person on the planet 
2020-11-18,What's the next Tesla? Investors are turning their attention toward smaller EV companies in the hopes that they too might develop a cult following 
2020-11-18,“To only value Tesla on car sales alone ignores the multiple businesses embedded within the company” 
2020-11-18,“To only value Tesla on car sales alone ignores the multiple businesses embedded within the company” 
2020-11-18,Electric-SUV maker Nio to add sedans as Tesla rivalry heats up 
2020-11-17,Keurig Dr Pepper could follow Tesla into the S&amp;P 500 
2020-11-17,"Tesla is joining a trade group with Uber, power utilities, battery makers and other companies to lobby for 100% electric-vehicle adoption by 2030 "
2020-11-17,Tesla shares surge 13% at the open 
2020-11-17,Tesla’s joining the S&amp;P 500 can help supercharge record rally 
2020-11-17,Vaccine drives stocks despite more restrictions and Tesla will join the S&amp;P 500. Get ready for Tuesday 
2020-11-17,"-U.S. futures ⬇️
-Australia stocks rise
-Japan, China stocks ⬇️
-Tesla shares jump more than 10% in after-hours trading after an announcement that Elon Musk’s carmaker will join the S&amp;P 500
-Oil advances above $41 a barrel
"
2020-11-17,Tesla’s joining the S&amp;P 500 can help supercharge record rally 
2020-11-17,Tesla is so huge it may take two steps to put it in the S&amp;P 500 
2020-11-17,"Elon Musk's net worth jumped more than $15 billion after it was announced that Tesla would join the S&amp;P 500, which would push him past Mark Zuckerberg to become the world’s third-richest person "
2020-11-16,"BREAKING: Tesla will be added to the S&amp;P 500 effective Monday, December 21. The stock surged as much as 9.8% in extended New York trading on the news

"
2020-11-13,Does Elon Musk have Covid-19? Are tests producing false positives? The Tesla CEO’s tweets about virus testing raise more questions than answers 
2020-11-13,"Nio stock surge tops 1,000% as Tesla’s China nemesis gains speed "
2020-11-13,"Nio stock surge tops 1,000% as Tesla’s China nemesis gains speed "
2020-11-12,Joe Biden will bring something that manufacturers from Volkswagen to General Motors to Tesla badly need: help selling electric vehicles 
2020-11-12,"Ford, playing catch-up to Tesla in electric cars, is rolling out a battery-powered cargo van "
2020-11-12,Joe Biden will bring something that manufacturers from Volkswagen to General Motors to Tesla badly need: help selling electric vehicles 
2020-11-07,"With help from Tesla, money manager Cathie Wood could be the first star of exchange-traded funds "
2020-11-05,Tesla project will install another giant battery in Australia 
2020-11-02,Honda joins Fiat Chrysler in pooling its fleet with Tesla’s to comply with Europe’s tougher emissions standards for passenger cars this year 
2020-10-30,"Looking to steal shoppers from Tesla and GM, Ford is aiming to install its hands-free driving technology on 100,000 vehicles in its first year "
2020-10-29,The world’s biggest maker of electric-car batteries faces a shareholder showdown over a proposal that would split the unit that supplies batteries to Tesla from the main company 
2020-10-29,Crypto exchange FTX plans to trade top stocks from Tesla to Amazon 
2020-10-29,Panasonic beats estimates with boost from Tesla battery division 
2020-10-27,"Tesla is offering U.K. households an electricity tariff that combines solar panels and a battery, turning them into virtual power plants "
2020-10-27,"Contemporary Amperex, a supplier of electric-car batteries to Tesla, returned to profit growth after the pandemic eased in China "
2020-10-26,Tesla expects capital spending on new plants and equipment to reach the high end of a range from $2.5 billion to $3.5 billion in 2020 
2020-10-26,"Tesla’s Elon Musk collected the fourth tranche of his moonshot award this month, bringing his aggregate haul to $11.8 billion "
2020-10-24,"Tesla recalls about 30,000 imported Model S and Model X vehicles in China because of suspension problems "
2020-10-24,"Tesla recalls about 30,000 imported Model S and Model X vehicles in China because of suspension problems "
2020-10-23,"Tesla recalls about 30,000 imported Model S and Model X vehicles in China because of suspension problems "
2020-10-23,"Tesla recalls about 30,000 imported Model S and Model X vehicles in China because of suspension problems "
2020-10-21,"Tesla reported a fifth consecutive quarter of profits Wednesday and said it remains on track to deliver 500,000 cars in 2020 "
2020-10-21,"Tesla, Heinz and similar companies race to avoid a Brexit crisis at year-end, as a shortage of customs brokers threatens their ability to move goods between Britain and the EU "
2020-10-21,"Tesla, Heinz and similar companies race to avoid a Brexit crisis at year-end, as a shortage of customs brokers threatens their ability to move goods between Britain and the EU "
2020-10-20,"Beijing Automotive Group’s electric-car unit is gearing up to launch a new high-end model called the Arcfox, at a price point that pits it against Tesla's Model 3 "
2020-10-20,"Piedmont Lithium, which recently struck a five-year raw-materials pact with Tesla, is issuing shares in the U.S. "
2020-10-19,"It’s about the size of Tesla’s Powerwall, but can store up to three times as much energy over a longer period "
2020-10-19,Tesla will start exporting Model 3 cars made at its gigafactory on the outskirts of Shanghai to Europe starting later this month 
2020-10-17,Construction at Tesla’s German plant in Gruenheide can restart after the water was repotedly turned back on 
2020-10-15,A Tesla customer sued the company for reporting a solar-financing agreement on his credit report as a massive loan that damaged his credit rating 
2020-10-14,Tesla is hiring public and government relations staff in China 
2020-10-09,"Tesla wants to make batteries at its new factory in Austin, Texas, as well as building Cybertrucks "
2020-10-08,"When Baillie Gifford first bought Tesla stock in early 2013, the shares were trading at less than $10. They are now at more than $400 "
2020-10-08,"When Baillie Gifford first bought Tesla stock in early 2013, the shares were trading at less than $10. They are now at more than $400 "
2020-10-06,Tesla is warning workers at its auto plant in California that an employee allegedly “maliciously sabotaged” part of a factory last month and was fired after an internal investigation 
2020-10-06,"Tesla is in talks with mining giant BHP on a deal to secure nickel supplies, a key component in its batteries "
2020-10-04,"A different kind of clean-energy vehicle is emerging, and it isn’t made by Tesla "
2020-10-03,Tesla secured its own lithium mining rights in Nevada after dropping a plan to buy a company there 
2020-10-03,"A different kind of clean-energy vehicle is emerging, and it isn’t made by Tesla "
2020-10-02,"LATEST: Tesla delivers a quarterly record number of cars worldwide, smashing Wall Street forecasts "
2020-10-02,"Tesla’s factory near Berlin faces no major hurdles before getting the final green light to start producing electric cars next year, Brandenburg Premier Dietmar Woidke says "
2020-10-01,"Tesla's addition to the S&amp;P 500 could take a while, says the former head of the committee that picks stocks for the index "
2020-10-01,They recently decided to exclude Tesla despite the company seeming to check all the required boxes 
2020-10-01,Tesla is set to launch its first Model 3 sedan equipped with cheaper batteries in China as soon as Thursday 
2020-09-30,"A different kind of clean-energy vehicle is emerging, and it isn’t made by Tesla "
2020-09-30,"A different kind of clean-energy vehicle is emerging, and it isn’t made by Tesla "
2020-09-29,Tesla secured its own lithium mining rights in Nevada after dropping a plan to buy a company there 
2020-09-29,Tesla secured its own lithium mining rights in Nevada after dropping a plan to buy a company there 
2020-09-28,Tesla secured its own lithium mining rights in Nevada after dropping a plan to buy a company there 
2020-09-28,"Piedmont Lithium, which had been halted since Sept. 17, surged more than fourfold after resuming on Monday, following its deal to supply Tesla with raw material "
2020-09-28,"Tesla’s $25,000 car doesn’t worry its biggest rivals in China "
2020-09-28,"Bring it on, Elon Musk. Tesla's plan to build a $25,000 car doesn’t seem to faze China’s most-promising electric vehicle startups "
2020-09-28,"Bring it on, Elon Musk. Tesla's plan to build a $25,000 car doesn’t seem to faze China’s most-promising electric vehicle startups "
2020-09-28,"Tesla’s $25,000 car doesn’t worry its biggest rivals in China "
2020-09-28,"Tesla’s $25,000 car doesn’t worry its biggest rivals in China "
2020-09-27,"Tesla’s $25,000 car doesn’t worry its biggest rivals in China "
2020-09-25,"The key to Elon Musk’s $25,000 Tesla: cheaper batteries "
2020-09-25,"Denmark's plan to expand use of electric cars also includes a tax on more expensive models like the Tesla Model S, lifting its price by 31% "
2020-09-25,"The key to Elon Musk’s $25,000 Tesla: cheaper batteries "
2020-09-23,"Nikola now down about 20%
Tesla still down 9%

"
2020-09-23,Tesla appeared to suffer a network outage that left car owners unable to connect to their vehicles via the mobile app 
2020-09-23,Tesla sues to block the Trump administration from collecting new tariffs on goods the car maker imports from China 
2020-09-23,Tesla’s push to build its first European car factory faces a key test when local residents voice concerns ranging from water usage to noise pollution 
2020-09-23,"Tesla plans to manufacture a car that will cost $25,000 in about three years’ time, says Elon Musk "
2020-09-23,"Tesla plans to manufacture a car that will cost $25,000 in about three years’ time, says Elon Musk "
2020-09-23,"-U.S. deaths from coronavirus surpass 200,000
-China's Xi stuns with climate pledge at the UN
-Elon Musk says Tesla plans new $25,000 electric vehicle in about three years

Here are some of the things people in markets are talking about today "
2020-09-22,Elon Musk reaffirms Tesla's forecast that the EV maker expects to see deliveries grow on the order of 30% to 40% this year 
2020-09-22,"BREAKING: Tesla plans to manufacture a car that will cost $25,000 in about three years’ time, says Elon Musk "
2020-09-22,Tesla could be setting up shop in Singapore. Elon Musk's electric-vehicle company posted job ads in the city including senior developers and sales advisers 
2020-09-22,Tesla CEO Elon Musk attempts to rally employees with prospects for a record-breaking quarter 
2020-09-21,"Tesla will need to start producing its own battery cells in order to meet demand for its electric vehicles, Elon Musk said in a tweet "
2020-09-21,Tesla's Elon Musk will provide a highly anticipated technology update on Tuesday. Here's what to expect 
2020-09-21,Michigan auto dealers are trying to block startup electric carmakers including Rivian and Lucid from following in Tesla’s footsteps by selling vehicles directly to consumers 
2020-09-21,Tesla CEO Elon Musk attempts to rally employees with prospects for a record-breaking quarter 
2020-09-21,Tesla's Elon Musk will provide a highly anticipated technology update on Tuesday. Here's what to expect 
2020-09-21,"The Tesla of electric bikes, the Dutch company VanMoof, has some of the same problems Elon Musk battles "
2020-09-21,Tesla CEO Elon Musk attempts to rally employees with prospects for a record-breaking quarter 
2020-09-21,"From Solar Roofs to Cybertrucks, take a look back at some of Elon Musk's biggest product events as Tesla gets ready for battery day "
2020-09-20,Elon Musk’s showy events gin up hype that Tesla doesn’t always live up to 
2020-09-20,Electrify America is taking a page out of Tesla's playbook 
2020-09-20,"From Solar Roofs to Cybertrucks, take a look back at some of Elon Musk's biggest product events as Tesla gets ready for battery day "
2020-09-20,"The Tesla of electric bikes, the Dutch company VanMoof, has some of the same problems Elon Musk battles "
2020-09-20,Electrify America is taking a page out of Tesla's playbook 
2020-09-20,"From Solar Roofs to Cybertrucks, take a look back at some of Elon Musk's biggest product events as Tesla gets ready for battery day "
2020-09-20,Electrify America is taking a page out of Tesla's playbook 
2020-09-20,"The Tesla of electric bikes, the Dutch company VanMoof, has some of the same problems Elon Musk battles "
2020-09-19,"The Tesla of electric bikes, the Dutch company VanMoof, has some of the same problems Elon Musk battles "
2020-09-19,"The Tesla of electric bikes, the Dutch company VanMoof, has some of the same problems Elon Musk battles "
2020-09-18,Cathie Wood’s fund bought more Tesla stock even after the shares got ‘slapped’ 
2020-09-18,A project using giant Tesla batteries is used for the first time to help balance Britain’s electricity market 
2020-09-16,"The Tesla of electric bikes, the Dutch company VanMoof, has some of the same problems Elon Musk battles "
2020-09-16,"The Tesla of electric bikes, the Dutch company VanMoof, has some of the same problems Elon Musk battles "
2020-09-11,Tesla plans to start shipping cars built at its Shanghai Gigafactory to Europe and other Asian markets 
2020-09-11,Tesla plans to start shipping cars built at its Shanghai Gigafactory to Europe and other Asian markets 
2020-09-09,"Lucid Motors, an electric-vehicle startup that has yet to build a production car, is following Tesla’s footsteps into the energy-storage business "
2020-09-09,Elon Musk trades insults with Robert Reich over Tesla's pay cuts 
2020-09-09,"Investors who made a bet that Tesla would be added the S&amp;P 500 didn't win this time, but the evidence says the front-runners had the right idea "
2020-09-09,Tesla shareholders will vote on a proposal about mandatory arbitration for racial discrimination and sexual harassment claims 
2020-09-09,Most people who work directly for Tesla sign away their rights to a trial 
2020-09-09,Tesla shareholders will vote on a proposal about mandatory arbitration for racial discrimination and sexual harassment claims 
2020-09-09,Tesla shares claw back some of yesterday's record decline 
2020-09-09,"-Asia stocks fall after concerns mount over vaccine delay
-European equity futures ⬇️
-Oil ⬇️ to $36.52 
-Tesla suffers the worst rout in its history
-Gold ⬇️


"
2020-09-09,LIVE: Here's how Asia-Pacific markets are trading after a selloff in U.S. tech shares saw Tesla sink 21% 
2020-09-08,NEW: Tesla shares fell 21% today—that's its biggest plunge on record 
2020-09-08,"BREAKING: U.S. stocks sink for a third day, driven by a selloff in technology shares. Tesla plunges the most on record while Apple falls for a third day "
2020-09-08,How Lucid Motors plans to spin a Tesla-killing strategy out of the Air 
2020-09-08,Tesla's shares are suffering their worst slump since March 
2020-09-08,Tesla slumps after the electric-vehicle maker missed out on being included in the S&amp;P 500 Index 
2020-09-08,"Tesla is about to get a boost from Denmark, currently one of the places where it's most expensive to buy a model 3 "
2020-09-07,Tesla is backing a new initiative to support informal cobalt miners in the Democratic Republic of Congo 
2020-09-07,"Tesla is about to get a boost from Denmark, currently one of the places where it's most expensive to buy a model 3 "
2020-09-07,"Tesla is about to get a boost from Denmark, currently one of the places where it's most expensive to buy a model 3 "
2020-09-07,"Volkswagen is in a position to overtake Tesla with electric-car manufacturing numbers and software development, works council chairman Bernd Osterloh says "
2020-09-06,"Volkswagen is in a position to overtake Tesla with electric-car manufacturing numbers and software development, works council chairman Bernd Osterloh says "
2020-09-05,"Volkswagen is in a position to overtake Tesla with electric-car manufacturing numbers and software development, works council chairman Bernd Osterloh says "
2020-09-05,Tesla was widely expected to be added to the S&amp;P 500 Index but it missed out 
2020-09-05,"Even with Tesla's slide this week, Elon Musk cleared the final threshold for a third tranche of his moonshot pay award — which is now up to a staggering $8.8 billion "
2020-09-04,"Even with Tesla's slide this week, Elon Musk cleared the final threshold for a third tranche of his moonshot pay award — which is now up to a staggering $8.8 billion "
2020-09-04,Tesla shares tumbled 6% in postmarket trading after investors learned it won't be added to the S&amp;P 500 Index this month 
2020-09-04,"Even with Tesla's slide this week, Elon Musk cleared the final threshold for a third tranche of his moonshot pay award — which is now up to a staggering $8.8 billion "
2020-09-04,"Even with Tesla's slide this week, Elon Musk is poised to clear the final threshold for a third tranche of his moonshot pay award — which is now up to a staggering $8.5 billion "
2020-09-04,Tesla CEO Elon Musk met with Volkswagen CEO Herbert Diess in Germany and even test drove the rival company's ID.3 electric-car 
2020-09-04,Increased trading precipitated by Apple and Tesla share splits contributed to problems at Robinhood and Schwab when markets opened on Monday 
2020-09-04,"Tesla falls another 4% in premarket trading Friday, heading for its first four-day losing streak since pandemic fears were at their height in mid-March "
2020-09-03,"Tesla will make a redesigned Model Y at its first European factory, Elon Musk says "
2020-09-03,"Tesla shares are now officially in correction territory, in a week that saw the electric-vehicle maker announce a share sale that could dilute its value and a top holder say it would cut its stake nearly in half "
2020-09-03,Tesla shares are poised to extend losses after its largest shareholder behind Elon Musk cut its stake 
2020-09-02,Germany’s economy minister promised Elon Musk the government will help in whatever way needed to get Tesla’s Berlin plant up and running 
2020-09-02,Tesla shares had their worst one-day loss since May after investment firm Baillie Gifford reduced its ownership stake 
2020-09-02,"Tesla's giant battery in South Australia boosted its capacity by 50%, but it wasn't enough to retake the crown "
2020-09-02,"Tesla's giant battery in South Australia boosted its capacity by 50%, but it wasn't enough to retake the crown "
2020-09-01,Don't buy a Tesla Model 3 without driving the Polestar 2 first 
2020-09-01,"Tesla plans to sell as much as $5 billion of shares, capitalizing on its high-flying stock and on a recent share split "
2020-08-31,Investors rushed in to buy shares of newly split stocks Apple and Tesla as they began their first day of trading at a more accessible price point 
2020-08-31,BREAKING: Apple gained as much as 4.2% and Tesla added as much as 12.3% following their stock splits 
2020-08-31,"Here's the LATEST in Stocks https://t.co/m0zjlAjrMK
📈 Apple led Nasdaq gauges higher after its stock split 4-for-1
⬇️ Microsoft and Walmart fell after China said it could block a possible sale of short-video app TikTok
📈 Tesla also up after its 5-for-1 split took effect "
2020-08-31,Tesla's largest investors now include South Korea retail traders 
2020-08-29,Veterans of SpaceX and Tesla have been working on self-flying planes for cargo and recently hit a major milestone for the technology 
2020-08-27,"Elon Musk confirms that Tesla factory in Nevada was the target of a foiled cyberattack by a Russian man, who was charged with conspiracy to intentionally damage a protected computer
 "
2020-08-27,Electric-truck startup Rivian hired a former Tesla executive to lead its engineering teams 
2020-08-26,Wall Street’s less skeptical view on Tesla further solidified on Wednesday after a Jefferies analyst more than doubled his price target on the stock 
2020-08-26,Veterans of SpaceX and Tesla have been working on self-flying planes for cargo and recently hit a major milestone for the technology 
2020-08-24,"Tesla has posted four quarters of positive earnings. That’s enough to get it into the S&amp;P 500, right? Not necessarily. "
2020-08-24,It's early but preliminary signs show Tesla Model 3 sedans are holding their value in the second-hand market 
2020-08-24,It's early but preliminary signs show Tesla Model 3 sedans are holding their value in the second-hand market 
2020-08-23,"Elon Musk promises a “giant contract” with the miner that can supply nickel for Tesla batteries at low cost with minimal environmental impact, yet the industry’s messy track record may make that deal difficult to clinch "
2020-08-22,"Elon Musk promises a “giant contract” with the miner that can supply nickel for Tesla batteries at low cost with minimal environmental impact, yet the industry’s messy track record may make that deal difficult to clinch "
2020-08-22,"Elon Musk promises a “giant contract” with the miner that can supply nickel for Tesla batteries at low cost with minimal environmental impact, yet the industry’s messy track record may make that deal difficult to clinch "
2020-08-21,Tesla-dependent ETF sees record inflow after 24 weeks of gains 
2020-08-20,Tesla’s market value has surpassed Walmart 
2020-08-19,"GM accelerates its push into the fast-growing electric-car segment in China, seeking to challenge sales leader Tesla and local contenders "
