Date,Original_text,Summary,Label,Score,Category
2015/5/6,"And it's gotincredible acceleration because there's like basically a performance version of it like there is for the P85D.The performance is just surreal. It's like nothing else is comparable.Jeff EvansonVice President of Investor RelationsGreat. Thank you, everyone, for joining us this afternoon, and everybody have a great night. Huey, thanksfor your help, and we'll talk to you all next quarter. Bye-bye.","The performance is just surreal. It's like nothing else is comparable. And it's gotincredible acceleration because there's like basically a performance version of it like there is for the P85D. Jeff EvansonVice President of Investor RelationsGreat. Thank you, everyone, for joining us this afternoon, and everybody have a great night. Bye-bye, and we'll talk to you all next quarter. Back to Mail Online home. back to the page where you came from. Back into the page you come from, back to MailOnline home.",Positive,0.91815099,Automotive
2015/8/5,"Ladies and gentlemen, thank you for standing by, and welcome to the Tesla Motors, Inc. Second Quarter2015 Financial Results Q&A Conference Call.  As a reminder, this conference maybe recorded. It's now my pleasure to turn the floor over to Jeff Evanson. Sir, the floor is yours.Jeff EvansonVice President of Investor RelationsThank you, Huey, and good afternoon, everyone. Welcome to Tesla's second quarter Q&A webcast. I'mjoined today by Elon Musk, Tesla Chairman and CEO; J.B. Straubel, our CTO; and Deepak Ahuja, Tesla'sCFO.Our Q2 results are announced in the shareholder letter at the same link as this webcast. As usual, theletter includes GAAP and non-GAAP financial information and a reconciliation between the 2.During our call, we will discuss our business outlook and will make forward-looking statements, which arebased on our predictions and expectations as of today. Actual events or results could differ materially dueto a number of risks and uncertainties, including those mentioned in our most recent Form 10-Q filed withthe SEC.And now Huey, let's go to the first question, please.","Elon Musk, J.B. Straubel, and Deepak Ahuja will be on the Q&A portion of Tesla's second quarter 2015 financial results webcast. During the call, we will make forward-looking statements, which arebased on our predictions and expectations as of today. Actual events or results could differ from these statements due to a number of risks and uncertainties, including those mentioned in our most recent Form 10-Q filed with the SEC. As a reminder, this conference maybe recorded. It's now my pleasure to turn the floor over to Jeff Evanson. Sir, the floor is yours.",Neutral,0.67567649,Automotive
2015/8/5,"Our first question will come from the line of John Murphy with Bank of AmericaMerrill Lynch.John Joseph MurphyBofA Merrill Lynch, Research DivisionJust a first question on the pre-owned program. It seems like there's a fair level of success there with$20 million in revenue. I'm just curious if you could mention how many vehicles were sold throughthat program, how many units remain in inventory there. And if we think about how that inventory isrestocked, sort of what percentage of new unit Model Ss that are purchased are accompanied by a ModelS trade-in?Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectAll right, one second.Deepak AhujaChief Financial OfficerJohn, Deepak here. Firstly, we just kicked off the program in April, so it's actually been pretty hearteningto see how it's done so far. And to keep it at a high level, we're actually selling these cars at a fasterrate than we are getting these trade-ins to come in. So as this program picks up, it's going to really be asuccessful program, and it's creating good demand for us on the pre-owned side.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectYes, I'd hesitate to make predictions based on such early history. But I mean, I think there's room foroptimism in the future here because these are obviously very low -- we're not going to have to make thecars. So we're essentially getting a commission on selling the car, and it's very capital efficient. So I thinkthere's some upside potential there, but nothing we want to sort of really make predictions on until wehave more history.John Joseph MurphyBofA Merrill Lynch, Research DivisionOkay. Maybe to think about it sort of in terms of -- I mean, every vehicle that's going into this pre-ownedprogram, I would imagine, is accompanied with a new Model S sale. I'm just trying to understand how theacquisition process is working.Deepak AhujaChief Financial OfficerAbsolutely, yes. Yes, we accept a trade-in only when that customer is buying a new Model S, if that's whatyou're trying to suggest.John Joseph MurphyBofA Merrill Lynch, Research DivisionYes, that was sort of what I was trying to get at and understand the percentages, but I guess it's too smallright now to be too material.Deepak AhujaChief Financial OfficerYes.John Joseph MurphyBofA Merrill Lynch, Research DivisionThe second question, as we think about the referral program, an interesting marketing angle here. Justwondering if you can sort of juxtapose what you think the ultimate cost was.","Elon R. Musk: I think there's room foroptimism in the future here because these are obviously very low -- we're not going to have to make thecars. So I thinkthere's some upside potential there, but nothing we want to sort of really make predictions on until wehave more history.Deepak Ahuja: Yes, we accept a trade-in only when that customer is buying a new Model S, if that's whatyou're trying to suggest.John Joseph MurphyBofA Merrill Lynch, Research DivisionYes, that was sort of what I was trying to get at and understand the percentages, but I guess it's too smallright now to be too material.Elon Musk: We're actually selling these cars at a fasterrate than we are getting these trade-ins to come in. So as this program picks up, it's going to really be asuccessful program, and it's creating good demand for us on the pre-owned side. Deepak AhUja: Absolutely, yes.",Neutral,0.4976012,Automotive
2015/8/5,"It looks like it's about $2,000all-in versus your acquisition cost per customer. I'm just trying to understand where you're going to savemoney and how this makes the sort of the customer acquisition process more cost effective.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectWell, it's not necessarily making it more cost effective. It's intended to be somewhat of a wash so thatif we achieve a $2,000 savings, we essentially pass that on to the end customer. And we don't knowwhat that's really going to look like until the program is complete, which is sort of almost 90 days fromnow. Our early indications are quite Positive, but obviously, for this 90-day period, there's going to besome overlap where we essentially incur dual expense for -- because we're not -- we still have all ofour stores and we're -- have the referral costs. So I don't think it's going to have a big impact on ournumbers, but it's -- there will be some dual expense because there's no way -- you have to kind of runthese experiments in parallel, so there's really no way to do it otherwise.John Joseph MurphyBofA Merrill Lynch, Research DivisionAnd how did you build up the $2,000 acquisition cost? Because as you mentioned, it seems like there's lotof fixed costs that wouldn't get taken out that quickly in the test phase. I'm just trying to understand howyou think about that $2,000 number and how you come up with that.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectYes, it's not taken out in the test phase. It's to inform our long-term decision in terms of how many storesshould we open. The store [indiscernible] demand generation item. And in order to understand should wedo a lot of stores, a small number of stores, somewhere in between, we kind of need to know how thisreferral program -- how effective our program is. If you can think of some other way to do this that we'renot aware of, we'd love to hear about it.John Joseph MurphyBofA Merrill Lynch, Research DivisionSure, we'll brainstorm on that. Then just lastly, as we think about the cash burn in the quarter, but alsothe setup of the credit lines, it seems like you guys are recognizing that at some point down the line, theremight be a need for a capital raise. Would you consider an equity raise in the market? Or do you thinkthese credit lines are enough to lean on for now before you ultimately have to make a decision on raisingcapital in the next 12 to 18 months?Deepak AhujaChief Financial OfficerYes, we only drew down $15 million on our credit lines, so we have sufficient lines available.","Elon R. Musk: It's intended to be somewhat of a wash so thatif we achieve a $2,000 savings, we essentially pass that on to the end customer. Our early indications are quite Positive, but obviously, for this 90-day period, there's going to besome overlap where we essentially incur dual expense.John Joseph MurphyBofA Merrill Lynch, Research DivisionSure, we'll brainstorm on that. Then just lastly, as we think about the cash burn in the quarter, but alsothe setup of the credit lines, it seems like you guys are recognizing that at some point down the line, theremight be a need for a capital raise. Would you consider an equity raise in the market? Or do you thinkthese credit lines are enough to lean on for now before you ultimately have to make a decision on raisingcapital in the next 12 to 18 months?",Neutral,0.64741048,Automotive
2015/8/5,"And that'sexpandable, too, to $750 million, which gives us some comfort that we can be close to $1 billion as wego through the year. And clearly, as X ramps up and gets to a steady state, it enables us to generate freecash flow. So we feel pretty comfortable overall on that front, and we'll just take it as opportunities comein the future.John Joseph MurphyBofA Merrill Lynch, Research DivisionSo Deepak, do you think as you go through the launch of the Model X and ultimately the Model 3, thatyou'll turn cash flow Positive at the right point where you might not need to do a capital raise goingforward? Is that kind of how you're thinking about this with the credit lines on top?Deepak AhujaChief Financial OfficerYes. I mean, we are comfortable with the cash levels, I'll put it that way.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectI don't think that -- there's not a need to raise equity capital. There may be some value in doing soas a risk reduction measure. But to be clear, what Deepak is saying is that even in the absence of anyadditional capital generation activity, we would have in order of $1 billion through the year. Basically, thatwill be our minimum cash position.John Joseph MurphyBofA Merrill Lynch, Research DivisionNo, I think the risk reduction function you mentioned is probably the most valuable, and that's kind of whywe're asking about that. When you look at the cash burn and how the capital markets sometimes shiftvery quickly, it just seems like an opportune time to take advantage of what you might need in the future.So that's why we're asking.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectYes. So I mean -- I think we're in sort of the same sort of mind frame as you are.","Elon R. Musk: I don't think that -- there's not a need to raise equity capital. There may be some value in doing soas a risk reduction measure. But to be clear, what Deepak is saying is that even in the absence of anyadditional capital generation activity, we would have in order of $1 billion through the year. Basically, thatwill be our minimum cash position.John Joseph MurphyBofA Merrill Lynch, Research DivisionNo, I think the risk reduction function you mentioned is probably the most valuable, and that's kind of why we're asking about that. When you look at the cash burn and how the capital markets sometimes shiftvery quickly, it just seems like an opportune time to take advantage of what you might need in the future.",Neutral,0.68283883,Energy Generation and Storage
2015/8/5,"Our next phone question will come from the line of Rod Lache with Deutsche Bank.Rod Avraham LacheDeutsche Bank AG, Research DivisionA couple of questions. First, maybe you can just elaborate a little bit on the drop in the forecast from55,000 to 50,000 to 55,000. Is there some aspect of the Model X launch that isn't what you projected? Itdoesn't really sound like this is related at all to the backlog of orders from Model S.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectCorrect. I mean, we do think that it's going to be quite a challenging production ramp on the X. And ifwe are faced with a choice of -- to deliver a great -- we only want to deliver great cars. So we don't wantto drive to a number that's greater than our ability to deliver high-quality vehicles. And the nature ofthe production ramp, which is basically an exponential ramp that then becomes an S-curve, is basicallyfor every week, the longer it takes to climb up that exponential is about an 800-vehicle reduction of theX. But that's why we sort of we do want to emphasize the longer term, longer term really just meaninglike Q1 next year type of thing for long term. I think one gets a better picture of the business just sortof thinking about that. And that's where we feel really highly confident of the 1,600 to 1,800 combinedproduction of S and X, and both production and demand.Rod Avraham LacheDeutsche Bank AG, Research DivisionOkay. Was there an adjustment from something like 2,000 units a week to that 1,600 to 1,800? And arewe thinking about like a 48-week production year? Or are you thinking about this in terms of the fullcalendar year?Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectYes, so that's a good question. It's like -- they are -- yes, that's average over the year. So that means likein a given week, we might go as high as 2,000 to make up for holidays, factory retooling and that kind ofthing.Rod Avraham LacheDeutsche Bank AG, Research DivisionOkay. Your run rate of gross margin, obviously, it's being affected by a number of things, by launches,by mix, the deferral of Full Self-Driving revenue. Can you just talk a little bit about what are some of the issuesthere? What is the issue with Full Self-Driving? Would we -- would it be reasonable to expect the margins to riseagain to the 25%-plus level once X is out and Gigafactory begins to ramp?Deepak AhujaChief Financial OfficerYes, definitely.","Elon Musk: We do think that it's going to be quite a challenging production ramp on the X. The longer it takes to climb up that exponential is about an 800-vehicle reduction of theX. But that's why we sort of we do want to emphasize the longer term, longer term really just meaninglike Q1 next year type of thing for long term.Deepak Ahuja: Would it be reasonable to expect the margins to riseagain to the 25%-plus level once X is out and Gigafactory begins to ramp?Elon R. Musk: Yes, definitely. It's like -- they are -- yes, that's average over the year. So that means likein a given week, we might go as high as 2,000 to make up for holidays, factory retooling and that kind ofthing.",Neutral,0.6258406,Automotive
2015/8/5,"Most of the Full Self-Driving deferral, we should be able to recover that later this year and maybea small portion going to 2016, but difficult to say at this point. And the 2 big issues that have beenaffecting us, I'd say, is the dollar, the strong dollar, and then the mix, especially as we have started tobuild 70D and the [indiscernible] Cars recently. The dollar has had huge impact. Just from Q1 to Q2, ittook 100 basis out for us roughly. So even after we consider all that and we look at 2016 to say that we'llbe at 25% and better, but the mix combined, yes, we should be there.Rod Avraham LacheDeutsche Bank AG, Research DivisionOkay. And just lastly, you've had a few more weeks here since the announcement of the stationary storagebusiness. Do you have any additional thoughts on how that's expected to ramp?Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectYes. I want to back this with some degree of uncertainty because this is quite new. And again, we gotthat challenge of exponential ramp. And then depending on how you move, depending on how the baseover the next exponential ramp, the actual numbers within a given quarter could be quite different. Butthe demand has been really crazy, so it's well in excess -- I mean, if you just take the reservations thatwe made thus far, it's for well over $1 billion worth of Powerpacks and Powerwalls. And that's with nomarketing, no advertising, and no sales force to speak of really. We're not trying to sell it. It's basically apresentation and a webcast and 30 minutes of press Q&A. So there's probably room to improve. The -- sothis is -- I mean, we're really, we're basically sold out of what we could make in 2016 at this point, andassuming these orders are real, which we assume to be. So we're looking at maybe -- again, tracked thiswith a point [ph] of uncertainty, 40 million to 50 million in stationary storage in Q4, and maybe as muchas 10x that number in -- for next year. So it's 40 million to 50 million this year and 10x that next year.And I mean that growth rate is probably going to keep going at quite a level. It's probably at least a fewbillion dollars in 2017. But it's only speculative at this point, but I think that's likely. So it's sort of growingby half order of magnitude to an order of magnitude per year.","The dollar, the strong dollar, and then the mix, especially as we have started tobuild 70D and the [indiscernible] Cars recently. Most of the Full Self-Driving deferral, we should be able to recover that later this year and maybea small portion going to 2016, but difficult to say at this point. So even after we consider all that and we look at 2016 to say that we'llbe at 25% and better, but the mix combined, yes, we Should be there.Rod Avraham LacheDeutsche Bank AG, Research DivisionOkay. And just lastly, you've had a few more weeks here since the announcement of the stationary storagebusiness. Do you have any additional thoughts on how that's expected to ramp?Elon R. Musk: I want to back this with some degree of uncertainty because this is quite new. And again, we gotthat challenge of exponential ramp.",Neutral,0.68734831,Energy Generation and Storage
2015/8/5,"And our next question will come from Trip Chowdhry with Global Equities Research.Trip ChowdhryGlobal Equities Research, LLCA couple of questions regarding the validation units. I was wondering regarding Model X, do we have ageneral ballpark number in terms of how many validation units we may have to produce before the robotsbecome smart enough?Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectI'm not sure I totally understand your question.Trip ChowdhryGlobal Equities Research, LLCLike when we had the Model S retooling, we created few a Model S validation units, I think probablyaround 40 or 50 units, which were used to train the robots. So before the product really goes intoproduction, I do believe there are some validation units of the car that are produced so as to train therobots. I could be wrong, but that's my understanding.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectNo, that's true. There are actually -- it's a little bit more complicated than that because there are parts ofthe factory that are much more automated than other parts. So in terms of the programming the robots,it varies quite a bit in terms of how much program there is, how difficult their programming is. But weactually have now produced several Model Xs off the Tesla production line. But this is a complex machinewith several thousand unique components. So there are still a lot of low-volume parts from the supplierson the Model X. But with each week, we keep building more and more Xs off the line with greater andgreater product maturity. And then as [indiscernible], we expect to draw our first delivery of productionModel Xs at the end of next month.Trip ChowdhryGlobal Equities Research, LLCI had a question on the Full Self-Driving. I was wondering, are you aware of this research paper from LX [ph]?I think they also call it LX [ph]. In 2 conferences we ran, they talked a lot about image classification,especially with Nvidia. And if you haven't heard about it, that's fine. But if you have heard about it, I waswondering, are we working with some similar technologies with Full Self-Driving? Or are we doing everything in-house in terms of image recognition and auto sharing?Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectThe overall system is designed by Tesla, but then there's components from a number of other suppliers.The Full Self-Driving that -- or the orders there -- Highway Full Self-Driving essentially is using a combination of theforward camera, forward radar, the side ultrasonics and then the GPS navigation system.","Elon R. Musk: There are actually -- it's a little bit more complicated than that because there are parts ofthe factory that are much more automated than other parts. The Full Self-Driving that -- or the orders there -- Highway Full Self-Driving essentially is using a combination of theforward camera, forward radar, the side ultrasonics and then the GPS navigation system. The overall system is designed by Tesla, but then there's components from a number of other suppliers. And then as [indiscernible], we expect to draw our first delivery of productionModel Xs at the end of next month. And our next question will come from Trip Chowdhry with Global Equities Research. Trip, do we have ageneral ballpark number in terms of how many validation units we may have to produce before the robotsbecome smart enough?",Neutral,0.76819786,Full Self-Driving
2015/8/5,"So it integratesthose 4 systems in order to autosteer on the highway. And yes, so that's sort of what we're working at thefinal details on. We're targeting release to early-access customers on August 15. And then depending uponhow that is received and what issues we encounter in different parts of the world, we expect to go to widerelease our Full Self-Driving and autopark in 1 to 2 months after that.Trip ChowdhryGlobal Equities Research, LLCLast question I have regarding the calendar year 2016 production. I was wondering, in 2015, this currentyear, we are having a few retooling and getting the assembly lines, or I should say the production lines ofModel X and Model S a little up and coming. Do we see any similar disruption happening in 2016? Or arepretty much straight? And when we will put the Model 3 line in place, it will be completely isolated fromModel X and Model S?Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectThere are periodic down periods in order to do equipment maintenance, where that can't be accomplishedin, let's say, on a Saturday, Sunday. But we're not anticipating any significant downtime for S and X.It's just sort of like maybe it's 1 or 2 weeks out of the year, something like that. And because we doproductivity improvements to reduce the production costs, and yes, just general equipment maintenance.For the Model 3, we really are doing our best to make sure that it does not affect S and X production. Wedon't currently anticipate it affecting S and X production in 2016, but there may be some effect in 2017.Trip ChowdhryGlobal Equities Research, LLCIf I may squeeze in one more. You did mention that Model X production is challenging. Like there's adifference between saying doable and undoable, and everything is challenged in the world. Like I waswondering like we have a control over this challenge because every problem is -- if it's not -- we'd neverenjoy something not challenging. Are you saying it somewhat challenging like it is out of control, orchallenging because you are enjoying doing it?Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectWell, I think there's -- some things are definitely a lot more challenging than others. And the Model X is, Ithink, particularly challenging car to build, maybe the hardest car to build in the world. I'm not sure whatwould be harder. But it is an amazing vehicle, and I think it's going to blow people away.","We're targeting release to early-access customers on August 15. And then depending uponhow that is received and what issues we encounter in different parts of the world, we expect to go to widerelease our Full Self-Driving and autopark in 1 to 2 months after that. So it integratesthose 4 systems in order to autosteer on the highway. And yes, so that's sort of what we're working at thefinal details on. We're not anticipating any significant downtime for S and X. It's just sort of like maybe it's 1 or 2 weeks out of the year, something like that. For the Model 3, we really are doing our best to make sure that it does not affect S or X production.",Neutral,0.64603534,Full Self-Driving
2015/8/5,"Our next question in queue comes from Adam Jonas with Morgan Stanley.Adam Michael JonasMorgan Stanley, Research DivisionFirst question, Steve Jurvetson was recently quoted saying that Uber CEO Travis Kalanick told him that ifby 2020, Tesla's cars are autonomous, then he'd want to buy all of them. Is this a real -- I mean, forgetlike the 2020 for a moment. But is this a real business opportunity for Tesla supplying cars to ridesharingfirms? Or does Tesla just cut out the middleman and sell on-demand electric mobility services directly fromthe company on its own platform?Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectThat's an insightful question.Adam Michael JonasMorgan Stanley, Research DivisionYou don't have to answer it.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectI think -- I don't think I should answer it.Adam Michael JonasMorgan Stanley, Research DivisionOkay, let's move on. Second question is, there's been -- sometimes you can tell more from a non-answerthan from the answer. There's been a lot of excitement about mapping technology for autonomous andsemiautonomous applications, with a German consortium bidding firm for here [ph] Nokia's business. SoI'd love to hear your views, Elon, on how you view Tesla's mapping capabilities. Is this something youneed to license -- continue licensing from outside vendors? Or can you use your own unique connectedmachine learning suite to build your own mapping capabilities and be self-sufficient? Or you'd rather notanswer that one?Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectWell, the fact of the matter is there is not publicly available data that is sufficiently accurate for Full Self-Drivingas far as navigation data, street data. It's too coarse. So it looks like we don't really have much choicebut to create our own data set for driving in order to -- in the long term in order to provide a high qualityFull Self-Driving experience. But yes, I mean, that's just the only way we can think of to do it good.","Elon R. Musk: There is not publicly available data that is sufficiently accurate for Full Self-Drivingas far as navigation data, street data. It's too coarse. So it looks like we don't really have much choicebut to create our own data set for driving in order to provide a high qualityFull Self-Driving experience. But yes, I mean, that's just the only way we can think of to do it good. Adam Michael Jonas: There's been a lot of excitement about mapping technology for autonomous andsemiautonomous applications. Is this something youneed to license -- continue licensing from outside vendors? Or can you use your own unique connectedmachine learning suite to build your own mapping capabilities and be self-sufficient? Or you'd rather notanswer that one?",Neutral,0.5021739,Full Self-Driving
2015/8/5,"Our next question in queue will come from Ryan Brinkman with JPMorgan.Ryan J. BrinkmanJP Morgan Chase & Co, Research DivisionFirst question is, I'm just curious what the new guidance for a range of deliveries, 50k to 55k versus 55kprior. What does that mean, if anything, for the earlier target of free cash flow breakeven in 4Q? Is thatsomething we should think about maybe more in 1Q '16 then?Deepak AhujaChief Financial OfficerCertainly in 1Q, we will be free cash flow Positive. Q4, it's hard to predict given that range. Certainlytowards the end as Model X deliveries are ramping up, we will be. But then, if you look at the full quarter,it's somewhat a close call.Ryan J. BrinkmanJP Morgan Chase & Co, Research DivisionOkay, okay. That's helpful. And then last question, it seems like we've seen a number of announcementsin the third quarter now by utilities and other companies about using your Powerpack, companies likeAmazon, et cetera. I'm curious how much of the Tesla energy business do you now expect to generatefrom corporate or institutional demand versus more retail customers? I'd be interested too if this mix andexpectation, if it's changed over time at all since you first debuted the product.Jeffrey B. StraubelChief Technology OfficerSure. This is J.B. We're getting a little bit better sense of it, but it's still early days. And I think initially,we thought that the majority of the business would be the Powerpack and the commercial or institutionalbusiness. And we've actually been a bit surprised at how strong Powerwall, the retail demand is and theinterest is. So again, it's hard to guess at numbers, but I would say that we're perhaps in the -- -- maybenot quite close to 50-50, but I think 70% perhaps Powerpack.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectYes, it's really early days. Because a big dependency here is when someone orders the Powerpack, howmany Powerpacks do they order? And so Powerpacks sort of 100 kilowatt hours, and industrial and utilitycustomers may order as many as 100 or 200. I'm not sure how our biggest order went so far. Is it like200?Jeffrey B. StraubelChief Technology OfficerIt's [indiscernible] that, yes, on that order of magnitude.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectYes, yes. So I think our biggest one is around 250 or so. So the -- yes, it could be quite a large, in termsof kilowatt hours, quite a large amount going in the direction of Powerpack.","Elon R. Musk: I would say that we're perhaps in the -- -- maybenot quite close to 50-50, but I think 70% perhaps Powerpack.Deepak Ahuja: In 1Q, we will be free cash flow Positive. Q4, it's hard to predict given that range. Certainlytowards the end as Model X deliveries are ramping up. But then, if you look at the full quarter,it's somewhat a close call.Jeffrey B. Straubel: I think our biggest one is around 250 or so. So the -- yes, it could be quite a large, in termsof kilowatt hours.",Neutral,0.66033003,Energy Generation and Storage
2015/8/5,"In terms of unit volume, thePowerwall would be the greatest. But the likely thing for Powerwall is somebody is going to order maybe 1to 3, maybe it's an average of 1.5 or something like that, whereas Powerpack could be an average of 5 to10.Jeffrey B. StraubelChief Technology OfficerYes, and I think as the market grows and as we go further into the future, we're going to see more andmore total energy demand coming from Powerpack. That's still our expectation.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectYes, exactly. I mean, one thing to understand. [indiscernible] drawing this a little bit that for stationarystorage, the fundamental economics of cost are always true, meaning that there's always a costadvantage to someone -- to a systemwide implementation of stationary storage because of the high peakto trough electricity usage. So if you have buffering, which is what a stationary storage allows for, thenyou only need your power plants to operate at the average energy usage, which means that you canbasically, in principle, shut down half of the world's power plants if you have stationary storage. This isindependent of renewable energy. It does not matter whether you have solar panels or wind. This is justbeing able to shut down half of your power plants if you have buffering. Because you can then have yourpower plant output at the average of what is needed by the consumers. It seems like sometimes peoplelink this too much to renewable energy. Of course, we're huge believers in renewable energy, but thatis not the gating function of demand for stationary storage, stationary storage is really as compared toexisting power plants. And depending on the country, that may be represented at -- as a price to the userof the electricity. So for example in Germany and Australia, there is time-based cost of electricity. It'sgoing to cost more sometimes today than others. Whereas in most of the U.S., you just have a meterthat's taking over. So it doesn't differentiate between, say, day use of energy or night use of energy. Soin places where the price represents the cost, the Powerwall makes economic sense. But the Powerpackmakes sense everywhere.","In terms of unit volume, thePowerwall would be the greatest. But the likely thing for Powerwall is somebody is going to order maybe 1to 3, maybe it's an average of 1.5 or something like that, whereas Powerpack could be anAverage of 5 to10. This isindependent of renewable energy. It does not matter whether you have solar panels or wind. Thisis justbeing able to shut down half of your power plants if you have buffering. Because you can then have yourpower plant output at the average of what is needed by the consumers. It seems like sometimes peoplelink this too much to renewable energy, but thatis not the gating function of demand for stationary storage.",Neutral,0.48644728,Energy Generation and Storage
2015/8/5,"Our next phone question will come from Patrick Archambault with Goldman Sachs.Patrick Kenehan ArchambaultGoldman Sachs Group Inc., Research DivisionI just wanted to follow up on the Full Self-Driving, and I'm sorry if you guys have said this. But can we talk alittle bit more about the capability that that's going to bring? Is that kind of a hands-off feet-off kind ofproduct that would be somewhere close to like NHTSA Level 3? Or are we just talking about kind of morelane keep assist and forward collision warning, that sort of stuff that, that would still be kind of 1 to 2? Letme just start off with that question.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectYes, I'm not sure I'm familiar with what the various NHTSA levels mean, but I'll tell you what it willtranslate to in initial Full Self-Driving. But we don't want to set the expectation that it's -- that you can justbasically pay no attention to what the car is doing. We do want to set the expectation that it's much likethe Full Self-Driving in a plane, where you turn the Full Self-Driving on in a plane but there's still the expectation thatthe pilot will pay attention to what the plane is doing and won't sort of go to sleep or disappear fromthe cockpit. So we don't want to set that expectation with the consumers. That said, in terms of whatthe capability of the system is, I think its capability in steering and control of acceleration and braking isexcellent when it has a tracking vehicle in front. And you can basically have high confidence in steering,braking and acceleration basically when you're in some kind of traffic situation, where there's a car in theroad in front of you. I think it's pretty good in the absence of that. So if there's just lanes, it's pretty good,and then it will get better over time as we refine the software. So we certainly don't take the initial versionof Full Self-Driving as the final version. It will just get better and better over time. Just with software updates,just with software updates, to be clear.Patrick Kenehan ArchambaultGoldman Sachs Group Inc., Research DivisionAnd then I take that there's some kind of human-machine interface thing that keeps you focused andbeeps if you try and use your BlackBerry or something.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectThat's still something that we're debating. And I think we want to see how well the access program goes.That's basically our public data.","Elon R. Musk: We don't want to set the expectation that it's -- that you can justbasically pay no attention to what the car is doing. So we certainly don't take the initial versionof Full Self-Driving as the final version. It will just get better and better over time. Just with software updates,just withSoftware updates, to be clear. And then I take that there's some kind of human-machine interface thing that keeps you focused andbeeps if you try and use your BlackBerry or something. That's still something that we're debating. And I think we want to see how well the access program goes.",Neutral,0.55921273,Full Self-Driving
