News_Headline,Positive,Negative,Neutral,Prediction
2020-12-15,0.00016894830332603306,0.0004049123090226203,0.9994261264801025,Neutral
2020-12-14,0.00023022355162538588,0.00019756320398300886,0.999572217464447,Neutral
2020-12-14,0.00017470687453169376,0.00035072359605692327,0.9994745850563049,Neutral
2020-12-14,0.0003483491309452802,0.000267190596787259,0.9993844032287598,Neutral
2020-12-14,0.00017470687453169376,0.00035072359605692327,0.9994745850563049,Neutral
2020-12-13,0.0003483491309452802,0.000267190596787259,0.9993844032287598,Neutral
2020-12-13,0.0003557102754712105,0.0002603422326501459,0.9993839263916016,Neutral
2020-12-13,0.00017470687453169376,0.00035072359605692327,0.9994745850563049,Neutral
2020-12-13,0.00017470687453169376,0.00035072359605692327,0.9994745850563049,Neutral
2020-12-13,0.00017470687453169376,0.00035072359605692327,0.9994745850563049,Neutral
2020-12-12,0.9992570281028748,0.000489704601932317,0.00025322160217911005,Positive
2020-12-12,0.00017470687453169376,0.00035072359605692327,0.9994745850563049,Neutral
2020-12-12,0.9992570281028748,0.000489704601932317,0.00025322160217911005,Positive
2020-12-11,0.0002242381015093997,0.00037313191569410264,0.999402642250061,Neutral
2020-12-11,0.00021270108118187636,0.00030229619005694985,0.9994850158691406,Neutral
2020-12-11,0.00022780559083912522,0.00025626111892051995,0.9995158910751343,Neutral
2020-12-10,0.9992724061012268,0.00044427032116800547,0.0002833112084772438,Positive
2020-12-10,0.9922319650650024,0.007399395573884249,0.00036854599602520466,Positive
2020-12-09,0.0002256198786199093,0.0002805577532853931,0.9994937181472778,Neutral
2020-12-09,0.9991064667701721,0.0006655949400737882,0.00022799780708737671,Positive
2020-12-08,0.001130738528445363,0.0004638459940906614,0.9984055161476135,Neutral
2020-12-08,0.0002963996957987547,0.0002026427537202835,0.9995008707046509,Neutral
2020-12-08,0.9992086291313171,0.0005822546081617475,0.0002091495698550716,Positive
2020-12-08,0.000517259119078517,0.0014592037769034505,0.998023509979248,Neutral
2020-12-08,0.9961537718772888,0.0007331431843340397,0.003113005543127656,Positive
2020-12-08,0.0003699696680996567,0.00021250909776426852,0.9994175434112549,Neutral
2020-12-06,0.0002189883525716141,0.0001979119551833719,0.9995830655097961,Neutral
2020-12-06,0.0002189883525716141,0.0001979119551833719,0.9995830655097961,Neutral
2020-12-06,0.00042429339373484254,0.9990880489349365,0.00048761197831481695,Negative
2020-12-06,0.0002189883525716141,0.0001979119551833719,0.9995830655097961,Neutral
2020-12-06,0.9990932941436768,0.0007071978179737926,0.00019950282876379788,Positive
2020-12-06,0.00036072227521799505,0.000350631948094815,0.9992886781692505,Neutral
2020-12-05,0.00042429339373484254,0.9990880489349365,0.00048761197831481695,Negative
2020-12-05,0.0002189883525716141,0.0001979119551833719,0.9995830655097961,Neutral
2020-12-05,0.0002189883525716141,0.0001979119551833719,0.9995830655097961,Neutral
2020-12-05,0.00036072227521799505,0.000350631948094815,0.9992886781692505,Neutral
2020-12-05,0.9990932941436768,0.0007071978179737926,0.00019950282876379788,Positive
2020-12-05,0.008124126121401787,0.0003347996389493346,0.9915412068367004,Neutral
2020-12-04,0.000573215598706156,0.9990972280502319,0.0003295371716376394,Negative
2020-12-04,0.000573215598706156,0.9990972280502319,0.0003295371716376394,Negative
2020-12-04,0.008124126121401787,0.0003347996389493346,0.9915412068367004,Neutral
2020-12-04,0.9990932941436768,0.0007071978179737926,0.00019950282876379788,Positive
2020-12-03,0.008124126121401787,0.0003347996389493346,0.9915412068367004,Neutral
2020-12-03,0.00016144390974659473,0.0008793807937763631,0.9989591836929321,Neutral
2020-12-03,0.999302864074707,0.0004980158410035074,0.00019911905110348016,Positive
2020-12-03,0.0004267186450306326,0.9977351427078247,0.0018381711561232805,Negative
2020-12-03,0.008124126121401787,0.0003347996389493346,0.9915412068367004,Neutral
2020-12-03,0.008124126121401787,0.0003347996389493346,0.9915412068367004,Neutral
2020-12-03,0.9992679953575134,0.0005184175679460168,0.00021360551181714982,Positive
2020-12-02,0.0035516908392310143,0.9960417747497559,0.00040653208270668983,Negative
2020-12-02,0.0035516908392310143,0.9960417747497559,0.00040653208270668983,Negative
2020-12-01,0.9993113279342651,0.0004449571715667844,0.0002436781069263816,Positive
2020-12-01,0.10559725016355515,0.015975842252373695,0.8784267902374268,Neutral
2020-12-01,0.0002189883525716141,0.0001979119551833719,0.9995830655097961,Neutral
2020-12-01,0.0002189883525716141,0.0001979119551833719,0.9995830655097961,Neutral
2020-11-30,0.00027159281307831407,0.00023958110250532627,0.9994888305664062,Neutral
2020-11-30,0.9992713332176208,0.0004433133581187576,0.0002853772311937064,Positive
2020-11-28,0.0006222551455721259,0.9988632202148438,0.000514513289090246,Negative
2020-11-27,0.0017186665209010243,0.6706390976905823,0.32764220237731934,Negative
2020-11-26,0.9990793466567993,0.0007453975849784911,0.0001751646923366934,Positive
2020-11-24,0.9990793466567993,0.0007453975849784911,0.0001751646923366934,Positive
2020-11-23,0.9992634654045105,0.0005583183956332505,0.00017816088802646846,Positive
2020-11-20,0.9992831349372864,0.0005241134203970432,0.000192761275684461,Positive
2020-11-20,0.9992733597755432,0.0005069216131232679,0.0002197551220888272,Positive
2020-11-19,0.999123752117157,0.0004998272634111345,0.00037643045652657747,Positive
2020-11-18,0.0005311977583914995,0.00019197304209228605,0.9992768168449402,Neutral
2020-11-18,0.0003209864371456206,0.00020956639491487294,0.9994694590568542,Neutral
2020-11-18,0.00021467666374519467,0.000381063116947189,0.9994043111801147,Neutral
2020-11-18,0.00021467666374519467,0.000381063116947189,0.9994043111801147,Neutral
2020-11-18,0.0003310714673716575,0.0001983249676413834,0.9994705319404602,Neutral
2020-11-17,0.00021774819470010698,0.00022696363157592714,0.9995552897453308,Neutral
2020-11-17,0.03467479720711708,0.0005494685610756278,0.9647756814956665,Neutral
2020-11-17,0.99922776222229,0.00059040094492957,0.0001819110184442252,Positive
2020-11-17,0.9993213415145874,0.000500452471897006,0.00017816525360103697,Positive
2020-11-17,0.00040022277971729636,0.00019579158106353134,0.9994040727615356,Neutral
2020-11-17,0.9991710186004639,0.0006183019140735269,0.00021067108900751919,Positive
2020-11-17,0.9993213415145874,0.000500452471897006,0.00017816525360103697,Positive
2020-11-17,0.00023158399562817067,0.0002142447337973863,0.9995540976524353,Neutral
2020-11-17,0.9993150234222412,0.0004314165562391281,0.00025359951541759074,Positive
2020-11-16,0.9991963505744934,0.0005921351839788258,0.00021158592426218092,Positive
2020-11-13,0.0007154255290515721,0.6090874075889587,0.39019712805747986,Negative
2020-11-13,0.999281108379364,0.0005119622219353914,0.00020685924391727895,Positive
2020-11-13,0.999281108379364,0.0005119622219353914,0.00020685924391727895,Positive
2020-11-12,0.0002968806657008827,0.000197275381651707,0.9995057582855225,Neutral
2020-11-12,0.00019126379629597068,0.00023288713418878615,0.9995759129524231,Neutral
2020-11-12,0.0002968806657008827,0.000197275381651707,0.9995057582855225,Neutral
2020-11-07,0.00036376205389387906,0.0002144281315850094,0.9994218349456787,Neutral
2020-11-05,0.00020670676894951612,0.00018060175352729857,0.9996126294136047,Neutral
2020-11-02,0.0044845775701105595,0.0003244214749429375,0.9951909780502319,Neutral
2020-10-30,0.0002099173580063507,0.0001932529266923666,0.9995967745780945,Neutral
2020-10-29,0.0014916352229192853,0.9947858452796936,0.0037225147243589163,Negative
2020-10-29,0.00018982810433954,0.0002253071725135669,0.9995848536491394,Neutral
2020-10-29,0.9993005990982056,0.0005068192258477211,0.0001926315890159458,Positive
2020-10-27,0.0005961005808785558,0.0003908188082277775,0.9990130662918091,Neutral
2020-10-27,0.9992647767066956,0.0005208366201259196,0.00021442632714752108,Positive
2020-10-26,0.9988775849342346,0.0003344367432873696,0.0007879387703724205,Positive
2020-10-26,0.9992874264717102,0.0004825456708204001,0.00023008465359453112,Positive
2020-10-24,0.0005174157558940351,0.999154806137085,0.0003278001968283206,Negative
2020-10-24,0.0005174157558940351,0.999154806137085,0.0003278001968283206,Negative
2020-10-23,0.0005174157558940351,0.999154806137085,0.0003278001968283206,Negative
2020-10-23,0.0005174157558940351,0.999154806137085,0.0003278001968283206,Negative
2020-10-21,0.9993351101875305,0.0004651338967960328,0.00019981754303444177,Positive
2020-10-21,0.0018543301848694682,0.9977380037307739,0.00040762030403129756,Negative
2020-10-21,0.0018543301848694682,0.9977380037307739,0.00040762030403129756,Negative
2020-10-20,0.4773916006088257,0.0007696172106079757,0.5218388438224792,Neutral
2020-10-20,0.0013397696893662214,0.000520337198395282,0.9981398582458496,Neutral
2020-10-19,0.0003957610751967877,0.0005386853590607643,0.9990655779838562,Neutral
2020-10-19,0.00021399422257672995,0.00022978206106927246,0.9995562434196472,Neutral
2020-10-17,0.0003314095956739038,0.00025483951321803033,0.9994137287139893,Neutral
2020-10-15,0.0006689802976325154,0.9989957213401794,0.00033531757071614265,Negative
2020-10-14,0.0003053827094845474,0.00019065325614064932,0.9995039701461792,Neutral
2020-10-09,0.00021863510482944548,0.0002351754083065316,0.9995461106300354,Neutral
2020-10-08,0.0002496796369086951,0.0003842652076855302,0.9993661046028137,Neutral
2020-10-08,0.0002496796369086951,0.0003842652076855302,0.9993661046028137,Neutral
2020-10-06,0.0005537139950320125,0.9979451298713684,0.0015011841896921396,Negative
2020-10-06,0.9988699555397034,0.0004678551631513983,0.0006621582433581352,Positive
2020-10-04,0.0001877483882708475,0.00027826198493130505,0.999534010887146,Neutral
2020-10-03,0.9992654919624329,0.0004647099704016,0.0002698628813959658,Positive
2020-10-03,0.0001877483882708475,0.00027826198493130505,0.999534010887146,Neutral
2020-10-02,0.9991968274116516,0.0006475205300375819,0.00015569360402878374,Positive
2020-10-02,0.000280261185253039,0.00018123206973541528,0.9995385408401489,Neutral
2020-10-01,0.00018830799672286958,0.0002606923517305404,0.999550998210907,Neutral
2020-10-01,0.00015955361595842987,0.00031422809115611017,0.9995262622833252,Neutral
2020-10-01,0.00031923034111969173,0.0001765068736858666,0.9995043277740479,Neutral
2020-09-30,0.0001877483882708475,0.00027826198493130505,0.999534010887146,Neutral
2020-09-30,0.0001877483882708475,0.00027826198493130505,0.999534010887146,Neutral
2020-09-29,0.9992654919624329,0.0004647099704016,0.0002698628813959658,Positive
2020-09-29,0.9992654919624329,0.0004647099704016,0.0002698628813959658,Positive
2020-09-28,0.9992654919624329,0.0004647099704016,0.0002698628813959658,Positive
2020-09-28,0.9991262555122375,0.0006679507787339389,0.00020584193407557905,Positive
2020-09-28,0.0005184859037399292,0.0003110253601334989,0.9991705417633057,Neutral
2020-09-28,0.0008368492708541453,0.02571014128625393,0.9734530448913574,Neutral
2020-09-28,0.0008368492708541453,0.02571014128625393,0.9734530448913574,Neutral
2020-09-28,0.0005184859037399292,0.0003110253601334989,0.9991705417633057,Neutral
2020-09-28,0.0005184859037399292,0.0003110253601334989,0.9991705417633057,Neutral
2020-09-27,0.0005184859037399292,0.0003110253601334989,0.9991705417633057,Neutral
2020-09-25,0.00023914592748042196,0.00021804824064020067,0.9995428323745728,Neutral
2020-09-25,0.9976117610931396,0.0008569522760808468,0.0015313278418034315,Positive
2020-09-25,0.00023914592748042196,0.00021804824064020067,0.9995428323745728,Neutral
2020-09-23,0.0007090652943588793,0.9988158941268921,0.00047503734822385013,Negative
2020-09-23,0.0005874077905900776,0.9991162419319153,0.00029630851349793375,Negative
2020-09-23,0.002515057334676385,0.9491840600967407,0.04830079525709152,Negative
2020-09-23,0.0005903879064135253,0.0004836021107621491,0.9989259839057922,Neutral
2020-09-23,0.00019445185898803174,0.0001989695883821696,0.9996065497398376,Neutral
2020-09-23,0.00019445185898803174,0.0001989695883821696,0.9996065497398376,Neutral
2020-09-23,0.00034310235059820116,0.0004652143979910761,0.9991917014122009,Neutral
2020-09-22,0.9993590712547302,0.00038625847082585096,0.00025464704958721995,Positive
2020-09-22,0.00023185618920251727,0.00023335330479312688,0.9995348453521729,Neutral
2020-09-22,0.00019581284141167998,0.00023631862131878734,0.9995679259300232,Neutral
2020-09-22,0.9992782473564148,0.0005432693869806826,0.0001784696214599535,Positive
2020-09-21,0.0002491396735422313,0.00024854831281118095,0.9995023012161255,Neutral
2020-09-21,0.00026846776017919183,0.00021924785687588155,0.9995123147964478,Neutral
2020-09-21,0.00019176004570908844,0.0007649246254004538,0.9990432858467102,Neutral
2020-09-21,0.9992782473564148,0.0005432693869806826,0.0001784696214599535,Positive
2020-09-21,0.00026846776017919183,0.00021924785687588155,0.9995123147964478,Neutral
2020-09-21,0.00013519679487217218,0.0006617874023504555,0.9992030262947083,Neutral
2020-09-21,0.9992782473564148,0.0005432693869806826,0.0001784696214599535,Positive
2020-09-21,0.0001833154383348301,0.0002731884305831045,0.9995434880256653,Neutral
2020-09-20,0.0005232887342572212,0.998868465423584,0.0006083056796342134,Negative
2020-09-20,0.0001889390405267477,0.00023906373826321214,0.9995719790458679,Neutral
2020-09-20,0.0001833154383348301,0.0002731884305831045,0.9995434880256653,Neutral
2020-09-20,0.00013519679487217218,0.0006617874023504555,0.9992030262947083,Neutral
2020-09-20,0.0001889390405267477,0.00023906373826321214,0.9995719790458679,Neutral
2020-09-20,0.0001833154383348301,0.0002731884305831045,0.9995434880256653,Neutral
2020-09-20,0.0001889390405267477,0.00023906373826321214,0.9995719790458679,Neutral
2020-09-20,0.00013519679487217218,0.0006617874023504555,0.9992030262947083,Neutral
2020-09-19,0.00013519679487217218,0.0006617874023504555,0.9992030262947083,Neutral
2020-09-19,0.00013519679487217218,0.0006617874023504555,0.9992030262947083,Neutral
2020-09-18,0.0003395617532078177,0.00027845005388371646,0.9993820190429688,Neutral
2020-09-18,0.0006649056449532509,0.0003310653264634311,0.999004065990448,Neutral
2020-09-16,0.00013519679487217218,0.0006617874023504555,0.9992030262947083,Neutral
2020-09-16,0.00013519679487217218,0.0006617874023504555,0.9992030262947083,Neutral
2020-09-11,0.0002496110973879695,0.00019068189430981874,0.9995597004890442,Neutral
2020-09-11,0.0002496110973879695,0.00019068189430981874,0.9995597004890442,Neutral
2020-09-09,0.0002178988215746358,0.00025043313507921994,0.999531626701355,Neutral
2020-09-09,0.000779166875872761,0.9987689852714539,0.00045183979091234505,Negative
2020-09-09,0.002184296492487192,0.0005618538707494736,0.9972538352012634,Neutral
2020-09-09,0.0005118492408655584,0.00041621955460868776,0.9990718364715576,Neutral
2020-09-09,0.00039483114960603416,0.00031454768031835556,0.9992907047271729,Neutral
2020-09-09,0.0005118492408655584,0.00041621955460868776,0.9990718364715576,Neutral
2020-09-09,0.0008998686098493636,0.9988767504692078,0.0002233779669040814,Negative
2020-09-09,0.0006829604390077293,0.999071478843689,0.0002454963978379965,Negative
2020-09-09,0.0005966795142740011,0.999119222164154,0.0002841097011696547,Negative
2020-09-08,0.0006704102270305157,0.9990832805633545,0.00024635816225782037,Negative
2020-09-08,0.000638462312053889,0.9991094470024109,0.00025202136021107435,Negative
2020-09-08,0.00023003040405455977,0.00024258476332761347,0.9995273351669312,Neutral
2020-09-08,0.0008006663410924375,0.9989569187164307,0.0002424176491331309,Negative
2020-09-08,0.0007452004356309772,0.9989989399909973,0.0002558122214395553,Negative
2020-09-08,0.999261200428009,0.0005483410786837339,0.00019046485249418765,Positive
2020-09-07,0.0069244541227817535,0.0002615157573018223,0.9928140044212341,Neutral
2020-09-07,0.999261200428009,0.0005483410786837339,0.00019046485249418765,Positive
2020-09-07,0.999261200428009,0.0005483410786837339,0.00019046485249418765,Positive
2020-09-07,0.9993399977684021,0.0004632372874766588,0.00019677728414535522,Positive
2020-09-06,0.9993399977684021,0.0004632372874766588,0.00019677728414535522,Positive
2020-09-05,0.9993399977684021,0.0004632372874766588,0.00019677728414535522,Positive
2020-09-05,0.00027407839661464095,0.00031470085377804935,0.9994113445281982,Neutral
2020-09-05,0.9991647005081177,0.0006573655991815031,0.00017798262706492096,Positive
2020-09-04,0.9991647005081177,0.0006573655991815031,0.00017798262706492096,Positive
2020-09-04,0.0005214327829889953,0.9991723299026489,0.00030626761144958436,Negative
2020-09-04,0.9991647005081177,0.0006573655991815031,0.00017798262706492096,Positive
2020-09-04,0.9992201328277588,0.0005863535916432738,0.0001934184692800045,Positive
2020-09-04,0.0003414508537389338,0.0003706000279635191,0.999288022518158,Neutral
2020-09-04,0.000581802858505398,0.9991058707237244,0.0003122993221040815,Negative
2020-09-04,0.0006611573044210672,0.9990817308425903,0.0002571140939835459,Negative
2020-09-03,0.0001756285346345976,0.0002542215515859425,0.9995701909065247,Neutral
2020-09-03,0.0005042016855441034,0.9991586208343506,0.0003371640923433006,Negative
2020-09-03,0.0007897624163888395,0.9989871382713318,0.0002231290563941002,Negative
2020-09-02,0.000888112757820636,0.00022504122171085328,0.9988868832588196,Neutral
2020-09-02,0.0007500287028960884,0.9990021586418152,0.00024781556567177176,Negative
2020-09-02,0.9992227554321289,0.0005666542565450072,0.0002106492465827614,Positive
2020-09-02,0.9992227554321289,0.0005666542565450072,0.0002106492465827614,Positive
2020-09-01,0.00017266855866182595,0.000250417971983552,0.9995768666267395,Neutral
2020-09-01,0.00024420980480499566,0.0003153469297103584,0.9994403719902039,Neutral
2020-08-31,0.000565150345209986,0.00021311968157533556,0.999221682548523,Neutral
2020-08-31,0.999247670173645,0.0004732714151032269,0.0002790545695461333,Positive
2020-08-31,0.9930210709571838,0.006747144740074873,0.00023178904666565359,Positive
2020-08-31,0.000379548582714051,0.00024795022909529507,0.9993725419044495,Neutral
2020-08-29,0.9991663694381714,0.0006621282664127648,0.00017149864288512617,Positive
2020-08-27,0.0008380619110539556,0.053833797574043274,0.9453281164169312,Neutral
2020-08-27,0.00023291772231459618,0.0002208809310104698,0.9995461106300354,Neutral
2020-08-26,0.999251663684845,0.000542380555998534,0.0002059272665064782,Positive
2020-08-26,0.9991663694381714,0.0006621282664127648,0.00017149864288512617,Positive
2020-08-24,0.9991525411605835,0.0006730978493578732,0.00017437813221476972,Positive
2020-08-24,0.9992271661758423,0.0005699804751202464,0.00020279949239920825,Positive
2020-08-24,0.9992271661758423,0.0005699804751202464,0.00020279949239920825,Positive
2020-08-23,0.9987797141075134,0.0007250708295032382,0.0004951988230459392,Positive
2020-08-22,0.9987797141075134,0.0007250708295032382,0.0004951988230459392,Positive
2020-08-22,0.9987797141075134,0.0007250708295032382,0.0004951988230459392,Positive
2020-08-21,0.9993076324462891,0.0005250290269032121,0.0001673378428677097,Positive
2020-08-20,0.9992437362670898,0.0005825599655508995,0.00017370337445754558,Positive
2020-08-19,0.999233603477478,0.00041694511310197413,0.00034954206785187125,Positive
2020-08-18,0.00028442259645089507,0.0002741478383541107,0.9994414448738098,Neutral
2020-08-18,0.0007062582299113274,0.9989537000656128,0.00033995966077782214,Negative
2020-08-18,0.00028442259645089507,0.0002741478383541107,0.9994414448738098,Neutral
2020-08-17,0.9991760849952698,0.0006056175334379077,0.0002182846365030855,Positive
2020-08-17,0.9992740750312805,0.0005462481058202684,0.00017968175234273076,Positive
2020-08-17,0.00023672723909839988,0.00020245322957634926,0.9995607733726501,Neutral
2020-08-17,0.00023672723909839988,0.00020245322957634926,0.9995607733726501,Neutral
2020-08-17,0.00048437094665132463,0.9991143345832825,0.0004012358549516648,Negative
2020-08-15,0.9984973669052124,0.0010843558702617884,0.0004183060664217919,Positive
2020-08-14,0.998779833316803,0.0007744865142740309,0.0004456377646420151,Positive
2020-08-13,0.9992882609367371,0.0005238462472334504,0.00018794565403368324,Positive
2020-08-12,0.9971784353256226,0.0015716815833002329,0.0012498552678152919,Positive
2020-08-11,0.9971784353256226,0.0015716815833002329,0.0012498552678152919,Positive
2020-08-11,0.0004040907952003181,0.9952889680862427,0.004306915681809187,Negative
2020-08-09,0.0003221986989956349,0.00020767231762874871,0.9994701743125916,Neutral
2020-08-08,0.0006870509241707623,0.9987699389457703,0.0005430020391941071,Negative
2020-08-08,0.0006870509241707623,0.9987699389457703,0.0005430020391941071,Negative
2020-08-06,0.9993357062339783,0.0004581118409987539,0.0002061790437437594,Positive
2020-08-04,0.9993051290512085,0.0005062579875811934,0.00018857685790862888,Positive
2020-08-02,0.00020446004054974765,0.0008171704830601811,0.9989783763885498,Neutral
2020-08-01,0.00020446004054974765,0.0008171704830601811,0.9989783763885498,Neutral
2020-08-01,0.9988082647323608,0.00034224221599288285,0.0008495457586832345,Positive
2020-07-31,0.00022638071095570922,0.0002494333020877093,0.9995242357254028,Neutral
2020-07-31,0.00020446004054974765,0.0008171704830601811,0.9989783763885498,Neutral
2020-07-31,0.9992759823799133,0.0005285785882733762,0.00019542755035217851,Positive
2020-07-30,0.9976825714111328,0.0008009389857761562,0.0015165726654231548,Positive
2020-07-28,0.9988387227058411,0.0009586079977452755,0.00020271350513212383,Positive
2020-07-28,0.0007158307707868516,0.9990206956863403,0.0002634853881318122,Negative
2020-07-26,0.0002282210480188951,0.0002819871879182756,0.9994897842407227,Neutral
2020-07-26,0.0002282210480188951,0.0002819871879182756,0.9994897842407227,Neutral
2020-07-25,0.0002282210480188951,0.0002819871879182756,0.9994897842407227,Neutral
2020-07-24,0.0002282210480188951,0.0002819871879182756,0.9994897842407227,Neutral
2020-07-24,0.0004411558620631695,0.9989114999771118,0.000647382577881217,Negative
2020-07-24,0.0002282210480188951,0.0002819871879182756,0.9994897842407227,Neutral
2020-07-24,0.0012308589648455381,0.8677598834037781,0.13100922107696533,Negative
2020-07-24,0.9988364577293396,0.0005150437355041504,0.0006484602927230299,Positive
2020-07-24,0.0002282210480188951,0.0002819871879182756,0.9994897842407227,Neutral
2020-07-24,0.03263222053647041,0.9666597843170166,0.0007079339120537043,Negative
2020-07-24,0.00025216731592081487,0.00026298032025806606,0.9994848966598511,Neutral
2020-07-23,0.9989216327667236,0.0008379172068089247,0.00024040340213105083,Positive
2020-07-23,0.0003811850037891418,0.9972020387649536,0.002416786039248109,Negative
2020-07-23,0.9947158694267273,0.0050762975588440895,0.00020789349218830466,Positive
2020-07-23,0.0008575470419600606,0.9943371415138245,0.004805278964340687,Negative
2020-07-22,0.00035950151504948735,0.0004110843292437494,0.9992294311523438,Neutral
2020-07-22,0.999337375164032,0.00046546178054995835,0.00019718347175512463,Positive
2020-07-22,0.0006628056289628148,0.000442826742073521,0.9988943934440613,Neutral
2020-07-22,0.00041706248885020614,0.0003897976130247116,0.9991932511329651,Neutral
2020-07-22,0.0005136249819770455,0.9985985159873962,0.0008878614753484726,Negative
2020-07-22,0.00048597087152302265,0.9991123080253601,0.00040166001417674124,Negative
2020-07-22,0.0002502920979168266,0.00020447891438379884,0.999545156955719,Neutral
2020-07-22,0.0008038443047553301,0.9988313317298889,0.00036477131652645767,Negative
2020-07-22,0.0002502920979168266,0.00020447891438379884,0.999545156955719,Neutral
2020-07-21,0.0002502920979168266,0.00020447891438379884,0.999545156955719,Neutral
2020-07-21,0.999242901802063,0.0005734495352953672,0.0001836311857914552,Positive
2020-07-21,0.999242901802063,0.0005734495352953672,0.0001836311857914552,Positive
2020-07-20,0.9993013143539429,0.0005300455377437174,0.00016870340914465487,Positive
2020-07-19,0.9993126392364502,0.0005137933767400682,0.00017355324234813452,Positive
2020-07-19,0.9992479681968689,0.0005621346062980592,0.0001898473856272176,Positive
2020-07-17,0.9992608428001404,0.0005691656260751188,0.00016993426834233105,Positive
2020-07-16,0.0007526139379478991,0.9973088502883911,0.0019385094055905938,Negative
2020-07-15,0.9990992546081543,0.0006670752773061395,0.00023362897627521306,Positive
2020-07-15,0.999301552772522,0.0004995104391127825,0.00019892216369044036,Positive
2020-07-15,0.9992524981498718,0.0004523485549725592,0.0002952256763819605,Positive
2020-07-14,0.0009108977392315865,0.9980084300041199,0.0010807155631482601,Negative
2020-07-14,0.9989109039306641,0.0008971847128123045,0.00019191628962289542,Positive
2020-07-14,0.9991544485092163,0.0006574017461389303,0.00018815684597939253,Positive
2020-07-14,0.0002739894262049347,0.00018832633213605732,0.9995377063751221,Neutral
2020-07-14,0.9991471767425537,0.0006530014798045158,0.00019992137094959617,Positive
2020-07-13,0.0002739894262049347,0.00018832633213605732,0.9995377063751221,Neutral
2020-07-13,0.9993116855621338,0.0005050398758612573,0.00018331818864680827,Positive
2020-07-13,0.9992521405220032,0.0005507366149686277,0.00019714428344741464,Positive
2020-07-13,0.999275267124176,0.0004228153848089278,0.0003019239229615778,Positive
2020-07-12,0.006569854449480772,0.3663311004638672,0.6270990371704102,Neutral
2020-07-12,0.0005246541695669293,0.9850522875785828,0.014422996900975704,Negative
2020-07-12,0.0005246541695669293,0.9850522875785828,0.014422996900975704,Negative
2020-07-12,0.0005246541695669293,0.9850522875785828,0.014422996900975704,Negative
