Unnamed: 0,summary,label,score
10,"Elon R. Musk: I feel very confident about our ability to get to 5k very soon ina sustained rate at Giga. General assembly is probably our biggest risk, and I'm really focusing on-- personally on that a lot in the next -- in the coming month. And then the -- our paint shop is maybe thesecond-biggest risk after general assembly, but these are all quite manageable. It'snot like huge brain surgery to get these things right. I like to say it's a lot of -- just a lotof time and hard work, but it's very doable. And yes -- so it's really quite straightforward.",positive,0.5117788314819336
11,"Elon R. Musk: The production -- a really greatproduction system is primarily a software problem. And there's no one in the auto industry that isremotely as good as Tesla -- at software as Tesla. We're -- I mean, Tesla is way better at software thanany other car company. Model Y is going to be a manufacturing revolution. It will be, I think, incredible from amanufacturing standpoint because we do not want to go through this pain again.David J. TamberrinoGoldman Sachs Group Inc., Research Division. What is your time line for launching theModel Y? And have you begun to spend for this, or that only begins to start hitting the P&L from an R&Dand a CapEx perspective in 2019?",negative,0.5301020741462708
12,"Deepak AhujaChief Financial OfficerThe answer is yes, and it'll come down to what other economics come into play from currencies tocommodities, and how much more cost we take out from labor.Elon R. MuskCo-Founder, Chairman, CEO & Product ArchitectIt's like -- yes, exactly, very close to 20%, could be slightly below, could beslightly above.Romit Jitendra ShahNomura Securities Co. Ltd., Research Division 12Yes. Just thinking of going a little further forward than, say, Q4, we're very confident of the 25% grossmargin. We feel very good about that in the medium term.",positive,0.578900933265686
13,"The Tesla -- the actual design of the Tesla hardware is primarily led by Pete Bannon. And the sort of dream he wanted to pursue for a long time to redesign how server architecture works, it's not something that I find a lot interesting, but it'ssomething that Jim -- it's been a sort of a personal dream for Jim to do, and that's why he went to Intel. So we don't plan to hire a replacement for Jim's position. But the lead designer of that is Pete Bannon, who is still with Tesla, and then of course Andrej Karpathy ishead of our AI team. And that's where Jim is.",neutral,0.7193422317504883
14,"Elon R. Musk: We're only talking about a 3% to 5% difference. So like -- and that's something that we'llsolve like within 3 to 6 months later, so I don't -- it's not like it's some -- don't make a federal case out ofit. And then separately, what, if anything, are you taking out in terms of your lowered CapEx projection forthis year? And specifically, in spending less than $3 billion, where does that take you in termsof bothbattery and production capacity for the Model 3?Deepak Ahuja: As Elon said, we are not just spending moneyon automation. We're of course looking at the problem, simplifying it.",neutral,0.5606578588485718
15,"There is still room for 14us to reduce it further if we wish to. So we are leaving ourselves some discretion here to go spend moneywhere needed. And so where specifically will you be in terms of capital requirement?Elon R. MuskCo-Founder, Chairman, CEO & Product ArchitectBoring bonehead questions are not cool. Next. Next, we talk to M.A. Sacconaghi, the head of Sanford C. Bernstein & Co., LLC., Research Division and the man behind the Boring Company's tunneling technology. Next,. we talk with M. A. Sac Conaghi,. the chief executive officer and head of the companys tunneling division, and we talk about how we plan to get there.",negative,0.8483429551124573
16,"We're going to go to YouTube, sorry. These questions are so dry. They're killing me. Our next question comes from Joseph Spak with RBC Capital Markets. Joseph, I was just wondering if you gave us a gaugeas maybe some of the impact that the news has had. Like of the reservations that actually opened andmade available to configure, can you let us know like what -- how -- what percentage have actually takensteps to configure?Elon R. MuskCo-Founder, Chairman, CEO & Product Architect, we'll take our next question at 9:30 a.m. ET. Back to the page you came from. Back into the room. Back from the page.",negative,0.825874924659729
17,"Elon R. Musk: The launch involve -- where things areobviously going towards is a shared electric autonomy model. It's sort of like a combination oflike, I guess, Uber, Lyft and Airbnb type of thing, where you can own your car and have a higher percent usage of an autonomous electric car. The only thing that would really be, like, might be needed or maybe is probably neededis a computer upgrade to have more processing power for the vision neural net. But that's a plug-inreplacement, a thing that can be done quite easily. So I think we're really well positioned and are buildingthe right -- the foundation for a -- having millions, ultimately tens of millions of shared autonomouselectric vehicles.",positive,0.46302852034568787
18,"The hardest thing to predict about the timing is regulatory approval. Even carautonomy reduces the probability of a death by 30%. Even if electric cars were 10x safer, there's still going to be people who will still sue and say, ""Hey, you're responsible for the death here"" Elon Musk: ""I think we'll probably be ready by the end of next year.Galileo RussellAwesome. And then one more quick thing on production capacity and speed of the Fremont line becausethis is something you mentioned a lot, it seems. Elon R. Musk: I'm really upset by those.",negative,0.8287605047225952
19,"Elon R. Musk: The Reuters report is based on nothing. We will not be startingproduction on Model Y at the end of next year. So2020 is more likely a prospect for Model Y, or early 2020. The production location for ModelY has notbeen decided. We're really crowded here at Fremont. I don't know where we'd put the Model Y production. We are jammed tothe gills here. So one thing I'm sure, it's not here. It is crazy packed, and we're -- yes. And so we'll try tofigure out what the optimal location is.",negative,0.6194414496421814
20,"Elon R. Musk: It doesn't require some dramatic breakthrough that -- so there'sa fundamental misunderstanding, I think, of what the current technology in our existing products canactually do. But we basically have what we need in-house and understand how to do those specs today or better, asElon said. Galileo Russell: Are you guys going to let Porsche beat you to market with a350-kilowatt hour Supercharger? Because I know you've mentioned a V3...Elon Musk: We'll keep going until you ask questions that are not boring.GalileoRussell: Yes, I can keep going. Elon, I know there is a V 3Supercharger, so I'm just trying to get some clarity.",neutral,0.532010018825531
21,"J.B. Straubel: We could designcells in the pack that could charge it faster than 300, 400 kilowatts. But it's not a very useful trade-off tothe customer. That's...Elon R. Musk: It's more important to have long rangethan it is to have a superfast charge time. And some ofit also comes down to an optimization around utility versus cost and trade-offs in the car itself. So something along the-- yes, I think -- J.B., like a couple hundred -- 200, 250, maybe... 17Jeffrey B. StraUBel: Yes, I mean, that -- that's definitely sort of power level that we've discussed and explored.",neutral,0.5314620733261108
22,"Elon R. Musk: We're happy to support other automakers and let them use our Supercharger stations. They would just need to pay the share ofthe cost proportionate to their vehicle usage. So this is something we'revery open to, but so far none of the other car makers have wanted to do this. But it's like not because ofopposition from us. This is not a walled garden. Trying to make a meritable share.Galileo Russell: I'm just wondering why that isn't a moat because as a long-term investor, I feel like the charginginfrastructure you guys have built would take years and millions of dollars for another brand to replicate. So why open it up, andwhy is that not a moats?",negative,0.4793540835380554
23,"Elon R. Musk: If our innovation is, let's say, twice that of anygiven competitor, then it is simply -- this is true of, generally, of companies in any industry. Whichevercompany has the highest rate of innovation, unless that company is actively killed by its competitors insome way that's nefarious or shoots itself in the foot, it will, at some point, exceed those competitors.Galileo Russell: Is it also you're going to offer that atcost and reduce that energy price? Or are you thinking of that as a revenue stream for the company?Jeffrey B. Straubel: We want tomake sure that there's a very seamless and easy system to operate trucks wherever they need to go. Andsome customers may elect to work with us on the whole system or parts of it.",neutral,0.6083260178565979
24,"Elon R. Musk: For trucking companies, like if the cost of diesel goesup a few cents, it just like destroys their business. And whereas with the sort of Megacharger situation, we have -- there are constant costsand we know what they are; we bake them in. And yes, it's very predictable and lower cost per mile than 19a diesel truck.Galileo RussellYes. On Tesla Energy, I assume that you guys are basically supply constrained, notdemand constrained on that side of the business. So I'm wondering how you're prioritizing residentialversus utility scale. And in particular, how has this successful project in South Australia sort of changed theindustry's perception of what batteries can do?Elon Musk: I think platooning of trucks will quitedramatically affect the rail industry in a negative way.",negative,0.8558061718940735
25,"The battery's able to respond at the millisecond level, far faster thanany hydrocarbon plant. So the customers that --the utilities that worked with us thus far have really loved the battery pack. And I feel confident that we'llbe able to announce a deal at the gigawatt-hour scale within a matter of months.Jeffrey B. Straubel: There's still -- there'smore than enough demand. And we are still building under our demand backlog and actually increasing itslightly. But Model 3 has taken alot of focus in the last few quarters, and that trend is going to be reversing in the second half of the year.Martin ViechaLet's go to the next question, please.",positive,0.7194036841392517
26,"Elon Musk: We haven't really tried to sell the Semi. Sales orders are -- for the Semi are like opportunistic, more like companies approachingus. Our focus is on the Model 3. We need to get that toabove 5,000 a week at a good margin. That is a good criticismthat has been leveled at Tesla, an accurate one. It's high time we became profitable. And then -- so we've gotan awesome product road map. The Tesla Semi is one of those things. And I think we'veGot a really goodidea for the -- the Model Y is going to be amazing. I'm really excited about that. Tesla pickup's going to begreat.",positive,0.8493674993515015
27,"Elon R. Musk: I'm not sure of the exact time, butI don't know, maybe next quarter but not later than fourth quarter for Model Y. And then we also expect toannounce the location of the Tesla Gigafactory in China soon. In the future, all Gigafactories will include vehicle production. Robin Ren is managing worldwide sales for Tesla right now. He was bornand raised in China. Won the physics Olympiad in his circle. Anyway -- but we'll talk more about -- I thinkthe next earnings call or next -- we'll have a lot more to say about that in the future. Robin, is there anything that you'dlike to say or anything?",neutral,0.6722902059555054
28,"Elon R. Musk: We do see a steady increase in the number of percentage of miles driven with using Autopilot. As we rollout more functionality, as we make it better, we see a constant increase. I think it's something -- for carsequipped with Autop Pilot, something on the order of 1/3 of highway miles, maybe closer -- maybe 1/2in some cases are -- in some regions are on Auto. But then, of course, when there's like negativenews in the press, then that dips. That's why I get upset. And then we get accused of blaming the victim. The statistics are unequivocal that Autopilots improve safety. No question. We'll be publishing our safetystatistics on a quarterly basis so people know exactly what Autoopilot safety is.",negative,0.6358718276023865
29,"Elon Musk: When there is a serious accident, it is almost always,in fact, maybe always the case that it is an experienced user. Musk: It's not a lack of understandingof what Autopilot can do. It's actually thinking they know more aboutAutopilot than they do, like quite asignificant understanding of it, but there's less, [ maybe less ]. James Joseph Albertine: Just to clarify, Elon, so you've got 2 accidents spaced out pretty far. But to clarify your comments, you are increasing use -- you're seeingincreasing usage and you've weathered those dips based on where we are today?",neutral,0.518612265586853
30,"Elon R. Musk: I completely understand your frustrations, and I'm frustrated too on how myopic we are right now. Wehave no interest in satisfying the desires of day traders, like we couldn't care less. Please sell our stockand don't buy it. Ben Kallo: Can you give us an update when you get to 3,000 and 4,000 per weekon the Model 3? Musk: Actually, the -- what's -- Tesla's such a leaky server of information that I think the news will leakpretty quickly. Also people track registrations very closely. So at most, any information that we providewould be 1 week or 2 in advance of what will become public knowledge.",negative,0.8941590189933777
31,"I think that if people are concerned about volatility, they should definitely not buy our stock. Do not buy it if volatility is scary. And so anything you can to do to help in the near term on that, I think it'shelpful for the stock. There you go. 23Martin ViechaOkay. And let's go to our last question now. Elon R. Musk, Co-Founder, Chairman, CEO & Product Architect, asked about Tesla's stock price. Musk: I amnot here to convince you to buy ourStock. I am here to help you to help your stock price go up. Do you have a question for me? If so, please send it to: michael.viecha@forward.com.",negative,0.5609251260757446
32,"Elon R. Musk: I think it will probably increase the total number of sedans purchased. We see quite a wide range of cars [indiscernible] a lot oftrading in the cars. They're not necessarily owners of a C-Class or an Audi A4 or a 3 Series. We saw signs of trade-in with Model S, so with Model 3 it's going to be even more prominent. And I think -- like also, once we get to like the shared autonomy, ride-hailing thing, we-- it could be as soon as the end of next year, but that's already technically ready.",positive,0.5152102112770081
33,"Elon Musk, J.B. Straubel, Deepak Ahuja and a number of otherexecutives will be on the call. The conference is being recorded. Martin Viecha, Senior Director of InvestorRelations, will lead the way. The call is being webcast on Tesla's website at http://www.telsa.com/investor-relations/quarterly-financial-results-and-Q&A-Webcast. For confidential support, call the National Suicide Prevention Lifeline at 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",neutral,0.8849464058876038
34,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO, Director & Product Architect Okay. So with the deliveries this year being -- even inthe face of -- if there's a global recession, we're expectingdeliveries this year to be about 50% higher than last year. And we expect that exponential to continue. Over Q4, we achieved GAAP profitability for the second quarter for the first time in the companyhistory. We increased our cash on hand by more than $700 million, even after paying debt,ending the year with a total of $3.7 billion of cash. This means we have enough cash to settle ourconvertible bond that will mature in March. In addition, our operating margin remains strong at 5.7%.",positive,0.6166263222694397
35,"The Mobile Servicefleet is something we can scale up very rapidly, because we don't need bricks and mortar. We can actually send one of our service vans to your work or home and fix thecar without you having to bring it into a service center or do any paperwork or anything like that. It's really seamless, invisible, the customers love it. We're also increasing the functionality of the Tesla App for service, so that you can just open your Tesla App, say youwant to make a service appointment, and it lists the top 10 most frequently requested service items. And we're going tomake it easier for the car to be picked up and dropped off as well. That's something that we'll be -- so that's already been rolled out and have a big improvement to customer satisfaction.",positive,0.7014558911323547
36,"3/4 of the Model Y is common with the Model 3, so it's a much lower CapEx per vehicle than Model 3. This is in contrast to Model S versus Model X, where the theory was -- Ithink Model X to be like sort of the Faberg© egg of cars. It's a-- it's an incredible vehicle and probably one -- probably nothing like it will ever be made again,and maybe it shouldn't. But it is a work of art. But the commonality withthe Model S is limited. It was only about maybe 30% in common withThe Model S, whereas ModelY is, I think, 76% or something like that, incommon with theModel 3. And we're most likely goingto put Model Y production right next to -- in fact, as part of our main Gigafactory in Nevada.",neutral,0.4322878420352936
37,"The demand for Model Y will be maybe 50% higherthan Model 3, could be even double. So we'll probably see a higher volume of Y than 3. And earlier this month, we started construction of Gigafactory Shanghai, and by the end of thisyear, we expect to be producing Model 3s using a complete vehicle production line. And that should allow us to get to the 10,000 vehicles a week rate, or very close to it, bythe end of the year. And yes, I think that's it. It's not a for-sure thing, but it's quite likely, and it's our default plan. And we do feel quite confident at this point, at least for thefactories that are in our control, that we can achieve volume production in Shanghai.",positive,0.5710498690605164
38,"The second question would be, how are you feeling about demand right now across the productline? Is 500,000 to 700,000 units at $42,000 ASP still a realistic annual target for Model 3, evenconsidering Model Y and its impact on demand? And do you continue to see S and X demand of100,000 annually?Elon R. Musk - Tesla, Inc. - Co-Founder, CEO, Director & Product ArchitectSure. We -- we already have full self-driving capability on highway. So from highway on-ramp tohighway exit, including passing cars and going from one highway interchange to another, full selfdriving capability is there. In a few weeks, we'll be pushing an update that will allow the option ofremoving stalk confirm in markets where regulators approve it, which we believe that will be thecase in the U.S",neutral,0.5483326315879822
39,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO, Director & Product ArchitectWe have no plans to switch S and X to 2170 and can't comment on future product developments. With the release of enhanced or advancedSummon, you'll see the first indications of the car being able to navigate complex parking lots, andthat's also coming out fairly soon, probably next month. It's really just a question of getting thereliability of recognizing traffic lights to several 9s, like -- so maybe it's like, I don't know, 98%good right now, but we need it to be like 99.999%, really extremely reliable. The capability will be there for -- when we think it's safe for full self-driving, it's probablytowards the end of this year, and then it's up to regulators to decide when they want to approve that.",positive,0.41953879594802856
40,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO, Director & Product ArchitectYes, sounds good. So maybe we'll take the last question from retail investors, which was, where will Tesla Semiand Model Y be produced? Can you share a time line on expected production ramp of these products?Elon Musk: There will be production volume of Model Y by the end of next year. For Semi, we're -- I don't know if you want to comment on that,Jerome?Jerome Guillen - Tesla,. - President of Automotive DivisionGoing to start next year as well. And then the Tesla pickup truck, we might be ready to unveil that this summer. Itwill be something quite unique, unlike anything else.",positive,0.8015933036804199
41,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO, Director & Product ArchitectYes, I mean, as a ballpark figure, probably it's something about -- something in the order of $0.5billion in CapEx to get to the 3,000 vehicle rate in Shanghai. And as Deepak wassaying, we've been offered very competitive debt financing in China, really extremely compellinginterest rates, so we do not expect that to be a capital drain on the company. The plan, as we have indicated in the letter, is still to get funding for amajority of debt capital spending from local China banks. And we expect pretty attractive ratesbased on the dialogue we've had.",neutral,0.4247085154056549
42,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO, Director & Product Architect. The accelerationof sustainable energy is absolutely fundamental because this is the next potential risk for humanity. But also, very important isautonomy. This has the potential to save millions of lives, tens of millions of serious highwayinjuries and give people their time back so that they don't have to drive, they can -- if you're on theroad, you can spend time doing things that you enjoy instead of being in terrible traffic. We're very appreciative of the Chinese government allowing usto do this. I think it is symbolic of them wanting to open the market and apply fair rules foreveryone.",positive,0.40692588686943054
43,"We feel confident about our technical strategy. We have, at this point, somewhere in the order of300,000 vehicles on the road, with a 360-degree camera sensor suite, radar, ultrasonics, alwaysconnected, uploads. So effectively, we have a massive, massive training fleet. Our -- the miles of trainingthat we have, if you added everyone else up combined, they're probably 5% ofthe miles that Tesla has. And this difference is increasing. A year from now, we'll probably go -- andif you go, certainly, ifyou go 18 months from now,. We'll probably have 1 million vehicles onThe car, with -- and every time the customers drive the car, theyre training the systems to be better. I'mjust not sure how anyone competes with that, I'mnot sure how everyone can compete with that.",positive,0.576310932636261
44,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO, Director & Product ArchitectYes, it's maybe on the order of 350,000 to 500,000 Model 3s, something like that this year.Jerome Guillen - Tesla - President of Automotive DivisionThis is Jerome. We take fewer hours, both here in Fremont or at the Gigafactory, to assemble the Model 3and S and X as well. And then we track the quality very closely. We review that carefully with theengineers and the supply chain and the manufacturing teams. And the quality in the field and thenumber of incidents is also improving week-over-week, every week. So there are fewer and fewerneed for cars to be in service, yes.",neutral,0.5666186809539795
45,"Model 3s that come off the line, all that happens is like some slight adjustment of drawer gaps andpanel gaps and that kind of thing, and that's all that's done. There's nothing more than that. Like I said -- like for us, regarding the model 3s, there is nothing more to it than that,"" he said. ""It's just a little bit of tweaking,"" he added, ""and that's it. That's all it is. It's not a big deal."" The Model 3 goes on sale in the U.S. in the fall.",neutral,0.5763150453567505
46,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO, Director & Product ArchitectYes, I mean, the -- it's more like there are multiple factors at play here. January and February tend to be seasonally low and then it picks up significantly around theearly to mid-March time frame. In the U.S., we obviously have a pull forward of demand from thetax credit. And yes, there's -- so there's those factors. But I feel very confident about Model 3demand. The customer happiness level with the car is incredible. I think probably thehighest of any car in the world right now. And so you can tell, like, basically, nobody wantsto sell a car, so...Colin Langan - UBS Investment Bank, Research Division - Director in the General IndustrialsGroup and Analyst",positive,0.6625514626502991
47,"There's the cell, the module and the pack. So it's really just a question of cell supply. We can essentially use anyhigh energy density 2170 chemistry. And we expect it to be a combination of cells produced at ourGigafactory in Nevada, cells produced in Japan and cells produced locally in China. We feelconfident of there's sufficient supply to hit the 3,000 units a week. We will be making themodule and the packs. We are working with a number of partners to develop our first product. We hope to have a product on the market by the end of the year. For confidential support call the Samaritans on 08457 90 90 90, visit a local Samaritans branch or click here for details.",neutral,0.6402069330215454
48,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO, Director & Product ArchitectYes. We expect to introduce the standard range Model 3sometime, probably the middle of this year is a rough -- rough guess. And we're working hard toimprove our costs of production, our overhead costs, our fixed costs, just costs in general. I thinkwe're way smarter about how we spend money, and we're getting better with each passing week. Yes. Our next question comes from Emmanuel Rosner with Deutsche Bank.Emmanuel Rosner - Deutsche Bank AG, Research Division - Director & Research AnalystFirst, I wanted to ask you about the short-range Model 3. What are your latest thoughts in terms oftiming of introduction? I think at some point, you had in mind to do it in the -- maybe the first halfof this year.",neutral,0.5675551295280457
49,"Elon Musk: We need to bring the Shanghai factory online. I think that's the biggest variable for getting to500k-plus a year. Our car is just very expensive going into China. And we've never been eligible for any of theEV tax credits. In fact, we are, for acompany making EVs, we have the least access to incentives. It's pretty crazy, because there's somany companies that, that -- countries that have put price caps on the EV incentive, whichdifferentially affect Tesla. So it's difficult. Once a car is made there, it is eligible forthat. But it sounds like that's going to be reducing in China in the coming years. But really, bottomline is, we need the ShanghaiFactory to achieve that 10k rate and have the cars be affordable.",negative,0.682976484298706
50,"Deepak Ahuja - Tesla, Inc. - Former CFOYes, it's a very broad question, which is not really just for me to answer. But I think at the highestlevel, the way we are trying to be prepared for any kind of contingency is to just continue focusingon cost. And the theme of our conversations here is, how do we reduce cost all the time? And howdo we run our business with a very high level of financial discipline? And Elon alluded to that andso did Jerome, I think. That if we do that, we believe that even in some of the scenarios of lowervolumes and pricing, tight pricing, we do have a good chance and a good shot of being profitable.",neutral,0.5187239050865173
51,"Tesla has dramatically cut back on capital expense, and we are spending it in a very efficient manner. We're confident that our CapEx per unit of production for Shanghai factoryand for Model Y will be less than half of what we did for Model 3. Internally, we think it might be aquarter, but that's probably too good to believe, but it's definitely less thanHalf. We just want to beat what wedidwith Model 3 and the kind of spending we had for the returns we got. That's definitely our goal. We have a lot of learnings that we are incorporating. We don't want to repeat the mistakes we made in the past. We want to make sure that we make the right decisions in the future.",neutral,0.4111265540122986
52,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO, Director & Product ArchitectYes, absolutely. The -- I mean, we're not even really trying, I should point out. I guess, it's -- we --our factory is like, right now, only making cars for China and Europe. That's all it's doing for -- withrespect to Model 3. And our whole focus is, okay, how do we get those cars made, get them on aship as fast as possible, get the ship as fast. as possible to Zeebrugge in Belgium, then get them overto Drammen in Norway. We get them to China asfast as possible. But we need to get them there while there'ssort of a de facto -- sort of a truce on the tariff war. And the demand gen is really not one of thethings we're thinking about.",neutral,0.502275824546814
53,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO, Director & Product ArchitectReservations are just like preorders. It's like you have like some video game come out and it's like apreorder number, then that's like -- stops being important once you start shipping the game orproduct. So yes, as I said earlier, I think -- my guess is demand is somewhere on the order of 700,000 or 800,000 units a year for Model 3 and even in arecession is probably on the Order of 0.5 million. Deepak Ahuja - Tesla,. Inc. -- Former CFO. Isit possible to give us an update? I know you don't think it's really a relevant number, but I do and I'll explain why.",neutral,0.5427154898643494
54,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO, Director & Product ArchitectWell, like I said, we're thinking about demand almost 0 right now. It's really getting the productthere in time and not having a ton of cars on the water end of the quarter and then for China, gettingcars there before there's a potential rise in tariffs. That's really -- put really at front of mind, that costreduction and then improving service in North America, yes. And just maybe a quick follow-up. Can you just talk about, when we look at the Gigafactory build-out in China and obviously how important that is?",neutral,0.5245511531829834
55,"It's both, it's both the vehicle and both the powertrain. So I split my time half and half between theGigafactory and here, and there is opportunities in both, yes. But I think the bigger point is that, yes, there is cost reduction opportunities out, but the biggerpoint is not that our cost is higher than a gas-powered or an internal combustion engine.Martin Viecha - Tesla, Inc. - Senior Director for IRI think what Toni meant is with a battery pack, as in battery pack as well as powertrain together,are more expensive than an engine.Elon R. Musk - Tesla,. Inc - Co-Founder, CEO, Director & Product ArchitectThat's true. And is that sort of the order of magnitude? And where doyou see those getting much more aligned, just sort of given the laws of where you think cell andpack costs are going?",neutral,0.5269309282302856
56,"The cost of electricity is quite a bit less than the cost ofgasoline, especially in Europe or in California or China. The -- that said, in terms of initial cost ofacquisition, I think it's probably -- this is just off the top of my head, not a calculated number,probably on the order of 7k, but trending towards 4k or 5k. Ithink we're already towards the second. We're going to make more cars at a lower margin, but Ithink it's more or less a flat rate. If you have a chance to deliver 450,000 or 500,000 cars, butthey'll be more standard editions and gross margins will end the year at 20%, is that -- are youwilling to make that trade-off?",negative,0.43165725469589233
57,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO, Director & Product ArchitectThat's a highly proprietary number. I'd like to tell you, but no. We do thinkwe have the best costs in the world. We're -- to the best of our knowledge, our costs are better thananyone else right now and they're improving. And maybe talk about your expectations with the Panasonic-Toyota JV and how it might impactyou. Was this something that you were made aware of? I spoke directly with Tsuga-san about this, the Head of Panasonic, and he has assured me this willhave no impact on Tesla.",neutral,0.4641730487346649
