summary,label,final_score
"There's definitely nothing even remotely close to demand constraints on the Tesla Energy side. It's entirely getting the insuring done and getting it validated, getting your all [ph] certification, scaling up all elements of the supply chain, and being able to produce in volume. So the reason it's tricky to predict is because the volume ramp looks an exponential. And so if you move the dates around even a little bit, it can quite significantly change what happens. The next question comes from the line of Rod Lache of Deutsche Bank. Rod Avraham Lache Deutsche Bank AG, Research Division I had a couple things. One is just following up on Tesla Energy. Could you just elaborate on that business line? Elon R. Musk CEO, Product Architect, Chairman & Co-Founder Yes.",neutral,0.6923426987138062
"The Model 3 is going to be head and shoulders above anything else that's -- it's better than anything I've heard anyone even announce that they will do in the future, and we will do it in the present. Rod Avraham Lache Deutsche Bank AG, Research DivisionTESLA, INC. FQ2 2016 EARNINGS CALL AUG 03, 2016 Elon R. Musk CEO, Product Architect, Chairman & Co-Founder Yes, absolutely. but the results can be amazing. The Model 3, I mean, the internal name for the designing machine that that is more labor-intensive, and you've got people crawling in and out of vehicles.",positive,0.9201240239721526
"With residual value guarantee going away, what happens to the accounting for revenues? Do you kind of get to something more close to what we see in other OEM financials and maybe just have the portion that's direct lease be accounted for as leases? And what would be the timing of changes assuming they do have them? Jason S. Wheeler Former Chief Financial OfficerTESLA, INC. FQ2 2016 EARNINGS CALL AUG 03, 2016 Yes. Patrick Kenehan Archambault Goldman Sachs Group Inc., Research Division Terrific. I guess, just an accounting question maybe for Jason. With RVGs, that drops us into lease accounting. And what we've done historically and we'll continue to do for RVGs is we recognize the full revenue on a non-GAAP basis. What changes when there's not an RVG in the equation is you get full revenue recognition.",neutral,0.7890163958072662
"You'll see that but the other thing I want to point you to is what we've already talked about and probably an uptake in direct leasing. then this is something that, I mean, within the next quarter or something, you'll -- we'll already see a significant reduction in that adjustment, obviously. When we do direct leasing, then that drops us in to pure lease accounting so there, it will be that way on a GAAP and a non- GAAP basis. Patrick Kenehan Archambault: Is the 8 to 15, is that just kind of a temporary measure while you're setting up these new partner relationships? Or do you actually expect to stay at 15 for some time? Jason S. Wheeler: So 15 is whatwe're talking about for Q3 and I think I think we'll be at 15 by the end of the year.",neutral,0.8103105127811432
"All right. I think we'll just take a few more questions. So let's maybe do this and 1 or 2 more and call it a day. Our next question comes from the line of Ben Kallo of Robert W. Baird. Elon Musk, CEO, Product Architect, Chairman & Co-Founder of Tesla. Elon R. Musk, Chairman, CEO and Co-founder of Tesla, Inc. Elon Musk, Chief Executive Officer of Tesla and SpaceX, Inc., is also a co-founder and co-chairman of SpaceX. Elon, Musk, and SpaceX are based in California and have raised more than $20 billion in venture capital so far this year. The company has raised $9.2 billion in total so far.",neutral,0.588123083114624
"I don't think cars are going to just become some boring utility. wonderful to drive, and you want to do that. I think we want to postpone anything that's a heavy capital impact until after the Model 3 production is ramped. We don't want to stack Model 3 CapEx on top of other program CapEx, so -- but there's a lot we can do. Emmanuel Rosner CLSA Limited, Research Division Got it. And I guess on the piece about expanding the product line out to other major segments. What do you view as your target timing for that? I know there was a mention of some of these cars being sort of like -- I guess, at leastsort of like available to be unveiled next year. So does that mean that we're looking at sort oflike the following year, or is that into the next decade? And what sort of, I guess to capital needs that we are looking at for that.",neutral,0.5632989555597305
"As a manufacturing company, our percentage growth, I think it's unprecedented in the modern era. In 2010, we were making 600 cars a year, and Lotus was doing most of the -- was doing the chassis -- body and chassis. And then 5 years later,we were making 50,000. And it was a much more sophisticated car to Model X, and we were doing the whole car without any partner. So when you have like, in same percentage growth like that, it's not like you're shipping copies of software here. It's a real tricky, strategic business to where do you set things from a dilution versus growth standpoint. So you want to set it at kind of the right level where you're the right mix of dilution and growth.",neutral,0.5244726538658142
"The information in the transcripts are provided for internal business purposes and should not be used to assemble or create a database. Capital IQ does not guarantee or make any representation or warranty, either express or implied, as to the accuracy, validity, timeliness, completeness or continued availability of any Content. The Content is not intended to provide tax, legal, insurance or investment advice, and nothing in the Content should be construed as an offer to sell, a solicitation of an Offer to sell or any other offer to buy or sell shares of TESLA. You may disconnect your lines at this time. That does conclude your program. Thank you for your participation and have a wonderful day. For confidential support call the National Suicide Prevention Lifeline at 1-800-273-8255 or visit www.suicidepreventionlifeline.org.",neutral,0.5606881082057953
"We're overgeneralizing the design. We're actually slightly ahead in battery module and pack production than expected. With some work at the Fremont vehicle plant, primarily in the general assemble -- general assembly area, I'm confident we will very soon exceed the 3,000 mark in Fremont. We've had a radical improvement in production -- battery pack production went from taking 7 hours to make a pack 3 weeks ago to under [ 70 ] minutes now. We also saw a modest improvement in Zone 4 of module production.",positive,0.742178738117218
"I'm feeling really good about the Tesla production of Model 3, and I'm very proud of the work that the team has done. In the third quarter, it will -- I think there's a good chance that the Model 3 gets maybe close to majority market share of midsized premium sedans. This is not, I'd say, a certainty, but it does appear quite likely in my view. We are going to conduct sort of a reorganization restructuring of the company in the next -- this month and make sure we're well set up to achieve that goal. And yes, as this letter says, I'm feeling quite confident about achieving GAAP net income and positive cash flow in Q3.",positive,0.9186261295130462
"Musk: It's not like one person working 24 hours a day, 7 days a week. There are like 4 or 5 shifts. The path to manufacturing efficiency is velocity and density, Musk says. ""We'll be working on rather than just trying to spend billions of dollars on duplicating a factory,"" he adds. ""I do believe that the path toManufacturing efficiency is Velocity and density,"" Musk says, ""and that is absolutely what we'll beworking on"" ""We did our peak pack production today was 32 packs in an hour, so we're under a minute""",neutral,0.6227144299370728
"Elon Musk: I do not see this having a much of a long-term impact in our cost. I actually see it most likely our cost will decrease, or we consider the cost to producing the vehicles will decrease. Deepak Ahuja: There is some impact, as we have indicated in the letter, from the additional labor we'veTESLA, INC. FQ1 2018 EARNINGS CALL MAY 02, 2018 Copyright Â© 2018 S&P Global Market Intelligence. spglobal.com/marketintelligence 9added, but it's temporary.",neutral,0.6180761156808319
"Deepak Ahuja: Every data point suggests that we are best in class, but we don't... Elon R. Musk Co-Founder, Chairman, CEO & Product Architect We're the best, just not in class. Jeffrey B. Straubel Chief Technology Officer: It's helpful to understand the different commodities and the trends that we're pursuing in the batteries. Elon Musk: We think we can get the cobalt to almost nothing. We're not quantitative, but that, directionally, is a pretty good trend.",positive,0.661101222038269
"Elon R. Musk: Cars got a lot of computing power. Some argue that SpaceX could offer Tesla a resilient cybersecure pipe for this precious vehicle data. SpaceX gets into the satellite broadband business next year... not next year, but it's probably 3 years. Elon: There's lots of interesting things we could do. There's certainly connected to a LEO Internetconstellation. I haven't really thought about it, but probably there is. Tesla's first-quarter 2018 earnings call will be held May 2.",positive,0.6939121782779694
"The Tesla production system at this point is vast, so -- and we literally have the 2 biggest factories on Earth between the Gigafactory and Fremont. The -- I feel very confident about our ability to get to 5k very soon in a sustained rate at Giga. And battery production, no problem. General assembly is probably our biggest risk, and I'm really focusing on -- personally on that a lot in the next -- in the coming month. And then the -- our paint shop is maybe the second-biggest risk after general assembly, but these are all quite manageable.",positive,0.7140360472802582
"The biggest challenge in the production system is software, we are in a good position. CapEx becomes greater as you commit it to equipment and equipment starts to come in-house. There's no question we could have made the Model 3 much easier to produce than we have. I think Model Y is going to be a manufacturing revolution. It will be, I think, incredible from a manufacturing standpoint because we do not want to go through this pain again.",positive,0.6961219608783722
"Intel CEO Jim Bower has been working on redesigning server architecture for years. Bower: ""It's something that Jim -- it's been a sort of a personal dream for Jim to do, and that's why he went to Intel"" ""We don't plan to hire a replacement for Jim's position,"" Bower says. ""The Tesla -- the actual design of the Tesla hardware is primarily led by Pete Bannon. I should be clear, like the lead designer of that is Pete Bannon, who is still with Tesla""",neutral,0.7624904215335846
"Elon Musk: We're only talking about a 3% to 5% difference. So like -- and that's something that we'll solve like within 3 to 6 months later, so I don't -- it's not like it's some -- don't make a federal case out of it. Toni Sacconaghi: What, if anything, are you taking out in terms of your lowered CapEx projection for this year? And specifically, in spending less than $3 billion, where does that take you in Terms of both battery and production capacity for the Model 3? Elon R. Musk: There is still room forTESLA, INC. FQ1 2018 EARNINGS CALL MAY 02, 2018 Copyright Â© 2018 S&P Global Market Intelligence. spglobal.com/marketintelligence 14us to reduce it further if we wish to.",neutral,0.6936875283718109
"Elon R. Musk: The launch involve -- where things are obviously going towards is a shared electric autonomy model. It's sort of like a combination of like, I guess, Uber, Lyft and Airbnb type of thing, where you can own your car and have a higher percent usage of an autonomous electric car. The only thing that would really be, like, might be needed or maybe is probably needed is a computer upgrade to have more processing power for the vision neural net, but that's a plug-in replacement.",neutral,0.5902250411006011
"CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of the U.S. for next week. Visit CNN.com/Travel next Wednesday for a new gallery of snapshots from around the world. We will also feature a selection of iReporters' favorite photos from across the globe. Please share your best photos of the world with us by posting them in the comments section below. We hope to see you in next week's episode of Chunk 5, which airs at 9 p.m. ET on CNN.org. For more information on Chunk5, visit CNN.co/Chunk5 and follow us on Twitter @cnn_chunk and @jennifer_cnn for weekly updates on the latest in the Chunk series.",positive,0.6500511765480042
"Elon R. Musk: We're happy to support other automakers and let them use our Supercharger stations. They would just need to pay the share of the cost proportionate to their vehicle usage. So this is something we're very open to, but so far none of the other car makers have wanted to do this. But it's like not because of opposition from us. This is not a walled garden. Trying to make a meritable share. We'll keep going until we have quick questions on -- are still -- while they're interesting.",positive,0.486195370554924
"Elon R. Musk: We're not making decisions based on aesthetics or consumer-related things. We're trying to make our Semi kind of cool and sexy just because we think that that's a good thing to do, not because it affects the buying decision of our customers in a meaningful way. Galileo Russell: Is it also you're going to offer that at cost and reduce that energy price? Or are you thinking of that as a revenue stream for the company? Jeffrey B. Straubel Chief Technology Officer: We haven't really talked about any of that and haven't finalized, frankly.",neutral,0.6303232909681091
"We are still building under our demand backlog and actually increasing it slightly. We're trying to do our best to prioritize customers between residential Powerwall and utility and commercial. But Model 3 has taken a lot of focus in the last few quarters, and that trend is going to be reversing in the second half of the year. Martin Viecha Let's go to the next question, please. Chunk 4: for [ zeroing gigawatt-hours ]. Jeffrey B. Straubel Chief Technology Officer Yes, maybe just for the first part of your question, it is absolutely accurate that we are still -- there's more than enough demand.",neutral,0.6112584767572784
