original_text,summary,negative,neutral,positive
,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes. concept is not justautomation but minimizing the number of process steps and complexity involved in themanufacturing system. It involves really integrating design and manufacturing across from likewhen the raw materials enter the factory to the ﬁnished goods exit. And we're learning so muchthrough doing that. Jerome, do you want to...Jerome Guillen - Tesla - President of Automotive DivisionYes. I think the focus for us is increasing CapEx efﬁciency. This is something that we've beenworking very hard for the past 3 years. And you can see that we can build new factories for lessamount.",0.15489447116851807,0.5408955216407776,0.30421000719070435
,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes. It's a better factory for less money and less time. We want every operation to add value to the vehicle. So we do not want any robot that justmoves things or adding parts.Jerome Guillen, President of Automotive Division: ""We want more people. We can't ﬁnd enough people. If we're askingsomebody to do something, are we sure it's useful? Are we asking them to spend their time in a waythat is respectful of their time?""",0.7074279189109802,0.24263575673103333,0.04993632063269615
,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes, it's our biggest property, true. And the last question from institutional investor is, how many vehicles can Tesla produce in Texas? Musk: ""Right now, 0. But long term, a lot. ...It's our big property. It's our best property"" He added that the company has no plans to stop making cars in Texas, and that it will continue to invest in the state for the next few years, if not longer. The company is based in Palo Alto, California, but also has offices in California and Nevada.",0.030425427481532097,0.2048511505126953,0.7647234201431274
,"Elon Musk: Long term, Tesla Energy will be of roughly the same size asTesla Automotive. The energy business collectively is bigger than the automotivebusiness. So it's like how big is the energy sector? Bigger than automotive. So -- and in order toachieve a sustainable energy future, we have to have sustainable energy generation, which I think isgoing to be primarily solar and followed by wind. And those are intermittent. So you need to have alot of batteries to store the energy because the wind doesn't always blow and the sun doesn'talwaysshine. Those 3 things. And the mission of Tesla is toaccelerate sustainable energy.",0.1291506141424179,0.42678239941596985,0.44406700134277344
,"The Megapack is an integrated, rapidly deployable grid-tiedstorage battery of megawatt-hour scale. Autobidder is an autonomousenergy market participation system that does high-frequency trading and ensure...Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorThat's a bad word. We're not front running. Yes. the battery and solar will both be enormous. And theykind of have to be in order for us to have a sustainable future. And we've got a great product roadmap on that front as well. It's very well received.",0.0404178686439991,0.1318253129720688,0.8277567625045776
,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes. It does grid stabilization at the millisecond level. It's like a UPS, an uninterruptible power supply, of anormal size. But it just ensures that the grid has smooth sailing. And then the batteries, the computers like all interact with each other and make sure that they're working together to make thegrid smooth. And this can be done with the Powerwalls and the Megapacks and the Powerpacks allworking together and interacting with third-party systems as well. Andrew D. Baglino, SVP of Powertrain & Energy Engineering.",0.05502714216709137,0.45713505148887634,0.4878377318382263
,"Jerome Guillen - Tesla, Inc. - President of Automotive DivisionYes. So we'll start production next year, as we announced before. I'm personally very excited aboutthe project. I can't wait. And the second question is, now that it's time to bring the Tesla Semi to volume production, canyou share more detail on production plans? What weekly production rate is considered volumeproduction? And when does Tesla expect to reach that rate? Tesla Semi will use ourselves, Tesla, to carry our own freight,probably mostly between Fremont and Reno, which is a fantastic test route.",0.014427132904529572,0.031253717839717865,0.9543191194534302
,"Elon Musk: New normal for range is going to be, just in U.S. EPAterms, approximately 300 miles. Tesla will give you a giant contract for a long period of time if you mine nickel efﬁciently and in an environmentally sensitive way, he says. Musk: People don't want to have a -- get to their destination with like a 10 miles range. They want some reasonable margins. So I think 300 is really -- or close to 300 is goingto be the new normal, close to 500 kilometers basically roughly.",0.17325453460216522,0.6042345762252808,0.2225109338760376
,"Zachary J. Kirkhorn - Tesla, Inc. - CFOYes. The next question on insurance. What is the holdup for Tesla insurance outside of California? Willyou release numbers from that part of the business? Will Tesla Insurance be required to participatein the Tesla ride-hailing network as a driver?Elon R. Musk: We're joking before the call that we get the quarterly insurance question that -- from say.comhere. We are working super hard on insurance, and I'll go into a little bit more detail here than I have inthe past.Currently, we have a product in California. As I've described before, it's been quite well received. And I would largely describe it as a fairly standard insurance product with elements of it that areunique to our cars. And so really, ultimately, where we want to get to with Tesla Insurance is with Tesla insurance.",0.1418149471282959,0.5561531186103821,0.3020319640636444
,"The amount of data that is available, with the customer'spermission to use, is not available on any other product or any other vehicle in the world. So thisgives us a unique advantage in terms of information. And we have a decision point here where wecould take the California product and replicate that into other states, or we could delay going intoadditional states and instead put more effort into the telematics side of this. We chose the latter. And where we are now is nearly complete with the risk and cost analysis. We hope to be ﬁling that in a handful of states with regulatorsvery shortly. And assuming that regulatory approvals go smoothly, we hope to have this in ahandful of states by the end of the year. And then we'll continue to  for approval in additionalstates.",0.10720186680555344,0.5790671110153198,0.31373101472854614
,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes. I mean at the heart of being competitive with insurance is what is the accuracy of yourinformation. Like are you dealing with -- are you forced to assess people statistically looking in therear-view mirror? Or can you assess people individually, looking ahead with smart projections, andinform the driver that -- of how they may reduce their -- what actions they can take to reduce theirinsurance. This was actually very helpful for us to have. approval there, we'll continue to roll this out nationwide as quickly as wecan.",0.0891076847910881,0.3997820317745209,0.5111103057861328
,"Zachary J. Kirkhorn - Tesla, Inc. - CFOSorry. Will Tesla Insurance be required to participate inthe Tesla ride-hailing network? Yes. It's notdecided whether third-party insurance versus Tesla Insurance will be required. There might be somethings we need to think through there. But Tesla Insurance, at least, will be working, working for the ride-Hailing network. Okay. Thank you very much. Back to the page you came from. Back into the room. Back in the room, back to the front. Back up to the back. Back down to the floor. Back on the floor, back into the back of the room and the front seats. Back onto the front, the front and the back seats. The front and back seats will be the same. The back seat will be different.",0.04626350477337837,0.50583416223526,0.4479023516178131
,"Zachary J. Kirkhorn - Tesla, Inc. - CFOYes. Just to start with the gross margin questions. We did see progress on gross margins in China,and that was despite pricing action that was taken. The factory is still not running at full capacityyet as it was in the first quarter. Thank you very much. And in the interest of time, let's go to the Q&A of analysts on the line.OperatorOur ﬁrst question will come from Dan Levy with CrÃ©dit Suisse.Dan Meir Levy - CrÃ ©dit Su Swiss AG - Research Division - Director & Senior Equity ResearchAnalyst",0.2990744411945343,0.5537440180778503,0.14718152582645416
,"Model Y , as we mentioned last quarter, was proﬁtable in its ﬁrst quarter of production. And as we said before, the Model Y cost structure and Model 3 cost structurewill converge. They're not quite there. Model Y is still slightly more expensive than Model 3, andit's not yet at full production. With Model Y carrying a slightly higher price point, you can kindof back into the math there on the relative gross margins. Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes. I mean the Shanghai factory is a pretty big factory. But -- and it's continuing to do more andmore internally. But it's also -- the thing that's really helping is like there were previously a ton ofparts that were made in other parts of the world that were being shipped to Shanghai. And just locally sourcing those components",0.13910390436649323,0.45046767592430115,0.4104284644126892
,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes. The suppliers in China have been extremely competitive, possibly the mostcompetitive in the world. There is also a lot of very strong, very competent and very eager suppliers around the factory in Shanghai. Also a lotof suppliers in Germany or the rest of Europe, they are eager to support the factories in Berlin and Shanghai. And so far, we're in negotiations with -- for Berlin, and we've awarded a lot. of business. It will be like 80% by the end of this year, maybe more, Jerome Guillen. has literally been rising at like 5%to 10% a month. From 40 -- it was like 40% at the beginning of thisyear, something like that.",0.06166106089949608,0.28533998131752014,0.6529989242553711
,"Zachary J. Kirkhorn - CFOSure. in the slide deck a couple of times that you were pleased with gross margin, withPTI margin progress and you expect it to achieve industry-leading operating margins over time. Industry-leading for luxury vendors is 8% to 10% PTI. For Porsche, smaller, at 17%. For mass market vendors, it's 5% to 8%. What do we think about?And how much, ultimately, do you believe that EV credits will contribute to that margin? Because Iknow your margin has been 5% over the last 12 months, but it's actually less than 1% excluding EVcredits. So it's a 4-point contribution right now. And how much of that you think is coming from EV credits, regulatorycredits? And I have a follow-up, please. I do expect regulatory credit revenue to double in 2020 relative to2019, and it will continue for some period of time. But eventually, the stream will continue to increase, and that's what we're looking forward to in the future, Zachary.",0.08788073807954788,0.5580725073814392,0.35404670238494873
,"Zachary J. Kirkhorn - Tesla, Inc. - CFOYes. And so what we see is a continued decline in the cost to produce, manufacture and distributeour cars. That cost curve even for mature products like the S and the X continues to come down. And then you can layer on top of that in thefuture our revenue from the ride-hailing network. Yes. There's still incredible opportunity there that we're working on, particularly on how customersinteract with the company from sales. And yet our sales havecontinued to do well. And we're -- buyers of our car in the U.S. received 0 federal tax credit.Whereas many of our competitors are like, they get a $7,500 fed credit.",0.17158332467079163,0.342436283826828,0.48598042130470276
,"In the medium term here, what our modelingshows is in the low-teens operating margin level. And I think there continues to drive -- theopportunity to drive that up. So we're on a bit of a journey here, and we're continuing tobe [partners].A.M. Sacconaghi - Sanford C. Bernstein & Co., LLC., Research Division - Senior AnalystAnd if I could just follow up, Elon, you've talked a lot about the mission of the company in -- andreally trying to drive EV adoption globally. So how do you think about that trade-off betweendriving towards industry-leading proﬁtability, yet trying to make your cars more affordable andbroader?",0.14481306076049805,0.612135112285614,0.24305181205272675
,"Elon Musk: I think we can go waybeyond industry margins and have the car be affordable to more and more people. That was really a mega game changer, gigagame changer. But I mean it is important for people to distinguish between 2 things. There'svalue for money that our product has, and then there's affordability. And even if you rail value formoney and have value for money like inﬁnite, if people don't have enough -- if people do not haveenough money in their bank accounts to buy the car, they simply cannot. So then you used -- havethis like awesome thing that nobody can buy.",0.33630335330963135,0.3172629177570343,0.34643372893333435
,"Elon Musk: We're not trying to be super proﬁtable either. Obviously, we'relike -- pro-tability is like 1% or something. We want to be pro-table and maximize growth and make the cars as affordable as possible. That's whatwe're trying to achieve. We do have some production. We're making progress in that regard, justsort of steadily gaining progress. So yes, we need to not go bankrupt. Obviously. that's importantbecause we'll fail in our mission. We need to ﬁx that. It's not crazy. Last quarter, it was only like 0.1%.",0.20203138887882233,0.40981054306030273,0.38815805315971375
,"Elon Musk: The things that aretroubling us right now are not demand, but they are just a bunch of ﬁreﬁghting on supply chain andproduction issues. For example, the Model Y rear body casting, obviously, because it'snew technology, it's been tricky to maintain rates and keep growing the rate for Model Y casting. In fact, I'm super excited about this. We're goingto have a -- the world's biggest casting press is getting assembled right now actually in Fremont forthe Model Y front body casting. It's enormous and looks awesome. The Model Y is a 2-piece casting with a bunch -- and there's about half a dozen other parts that areadded on. That will transition to a 1-piece Casting. That's what we're trying to solve right now.",0.08070167154073715,0.15756787359714508,0.7617304921150208
,"The number of rabbits we've had to pull out of ahat for supply chain is insane. So I think also -- so yes, some ofour costs were related to having to use a lot of airplanes to get parts around because of partshortages. So we'll hopefully use fewer airplanes. But it's -- demandexceeds supply right now. That's where we are right now, and that's what we're going to focus on for the rest of the year.OperatorOur last question today will come from Philippe Houchois with Jefferies. Philippe, could you please clarify the scope of the Berlin plant you're building right now? And will there be batterycapacity consistent with the amount of assembly volume you expect to come out of Berlin? And ifnot, why not?",0.6774652600288391,0.29034119844436646,0.032193563878536224
,"No. Philippe, do we have a follow-up question?Philippe Jean Houchois - Jefferies LLC, Research Division - MD & Senior Automotive AnalystNo. That's ﬁne. We don't have any more questions for you. Please submit your questions in the comments section below or email them to jennifer.houchois@jefferies.com. For confidential support call the Samaritans in the UK on 08457 90 90 90, visit a local Samaritans branch or click here for details. In the U.S. call the National Suicide Prevention Line on 1-800-273-8255.",0.16313506662845612,0.8175694346427917,0.019295547157526016
,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes, maybe sooner with Battery. Okay. Thank you very much, everyone, for joining this call, and thank you for all your goodquestions. And we'll speak to you again in about 3 months. All right. Thanks.OperatorLadies and gentlemen, this concludes today's conference call. Youmay now disconnect. The company may personally own shares in some of the companies mentioned above. However, thosepositions are not material to either the company or to my/our portfolios.Reﬁnitiv StreetEvents TranscriptQ2 2020 Tesla Inc Earnings CallJul 22, 2020 / 09:30PM GMT",0.08646917343139648,0.518724799156189,0.3948060870170593
,"Elon Musk: 2020 was a deﬁning year for us on many levels. Despite achallenging environment, we reached an important milestone of producing and delivering 0.5million cars. Wedelivered almost as many cars last year as we produced in our entire history. So really an incrediblegrowth rate and despite a very challenging 2020. So my hat is off. It's such an such an incredible effort. Elon?Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorThank you. Welcome to Tesla's Fourth Quarter 2020 Q&AWebcast. We will discuss our business outlook and make forward-looking statements.",0.016847550868988037,0.04499009996652603,0.9381623864173889
,"Full year, we achieved free cash ﬂow of nearly $2.8 billion after spending more than $3billion on building new factories and other expenditures. We reached industry-leading GAAPoperating margins in addition to positive net income and record cash. We started producing the Model Y out of Fremont and almost reached full productionspeed. We ramped the Model 3 in Shanghai to more than 5,000 cars a week sustainably, andShanghai continues to grow rapidly. We introduced the heat pump to all of our vehicles. We're also building Giga Berlinand Giga Texas, which we expect to start production later this year.",0.026325765997171402,0.21748031675815582,0.7561939358711243
,Model S and Model X Plaid are in production now and will be delivered in February. Model S Plaid will be the ﬁrst production car ever that isable to go 0 to 60 miles an hour in under 2 seconds. Model X is a tri-motor Model S with a completely new interior. It's really a tremendous improvementover the prior version. And so Model S will be delivery in February andModel X a little later. The Model S is in production right now and we'll bedelivering next month. We're super excited to announce the new Model S and Models X are inProduction now and are inproduction right now. We are launching the -- we're really excited to announced the newModel S. abattery cell factory.,0.007063192315399647,0.035269733518362045,0.9576670527458191
,"The Tesla Model S goes from 0 to 60 in less than 2 seconds. It can seat up to 7 people with the third-row seats. Tesla will be raising the price of the Model S by $10,000. It's the fastest accelerating car ever made for roads in history, Musk says. The Model S will go on sale in a matter of weeks, he says, and it will be ""the best car of any kind at any price available in the world today"" The company is also working on a self-driving version of its Model S, which will be on sale later this year, he adds. The company will announce more details about that later this week or next, he tells CNN's John Defterios.",0.01562858559191227,0.2204580157995224,0.7639133930206299
,"Tesla's self-driving software is improving rapidly. I'm highly conﬁdent the car will be able to drive itselfwith reliability in excess of human this year. This is a very big deal. If Tesla ships,let's say, hypothetically, $50 billion or $60 billion worth of vehicles and those vehicles become FullSelf-Driving and can be used in robotaxis, the utility increases from an average of $1,000 to $10,000 per car. That's a huge increase. That would be a huge benefit to Tesla's shareholders. It's a very exciting time for Tesla, and I'm looking forward to seeing what the future holds for the company, and for the world, in the coming years. I think it's going to be very exciting to see how far this technology will take the world and the world's car industry in the next few years. It will be a game-changer.",0.022661728784441948,0.06749198585748672,0.909846305847168
,"On cash, we continue to generate strong free cash ﬂows, reaching a record $1.9 billion in Q4. For net income, we achieved our ﬁrst calendar year and 6 sequential quarters of proﬁtability. Inaddition, auto gross margin, excluding credits, improved from 2019 to 2020 despite reductions inASP and inefﬃciencies from new product launches and transitions. And I think our CFO, Zach Kirkhorn, has some opening remarks as well. Thank you very much.Zachary J. Kirkhorn - Tesla, Inc. - CFOYes. Thanks, Martin. As Elon mentioned, 2020 has been an extremely successful year whilemanaging through many unforeseen and unexpected challenges.",0.022603681311011314,0.11690822243690491,0.8604881167411804
,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes. So we're actually seeing tremendous growth in solar quarter-over-quarter last year. And we hadour best quarter since, I think, 2018 in Q4. So I think it will not be long before Tesla is, by far, the market leader in solar. And actually, an important part is achieving better integration between the Tesla Powerwalland the Tesla retroﬁt solar and Tesla roof. And so that's something that we'veaccomplished over the last year in terms of getting the cost structure in the place that it needs to be. And as Elon mentioned, this is a really important part with industry-leading pricing to become theleader in the space.",0.02027360163629055,0.12614887952804565,0.8535774946212769
,"The second question is, could current owners get ability to transfer their FSD to theirnext vehicle? This would be huge for loyalty and overall increase sales of vehicles while offeringmore FSD sales on the used vehicles.Unfortunately, we're not considering that at this time. We do actually offer an increased -- higherprice than -- for a car with FSD than the one without FSD. And I do think that the market currentlyundervalues -- the consumer market and arguably the stock market probably undervalue just howgood FSD is going to be. But we're Not currently planning on offering -- on allowing it to gettransferred. Thank you. Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & Director",0.3465160131454468,0.44419512152671814,0.2092888504266739
,"We will be offering subscription pretty soon, in the next month or 2. So that should address a lot ofpeople's concerns about being able to get it. Thank you.Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & Director. We are happy to answer any questions you may have about our service. Please contact us at [email protected] or on Twitter @user We would like to make it clear that Tesla is a private company and not a subsidiary of any other company. We have no plans to make any changes to our service in the near future.",0.06657390296459198,0.4347533881664276,0.4986726939678192
,"The in-house cell manufacturing system we revealed at Battery Day contains newprocesses and equipment. We did expect some unknown unknowns and technical challenges toarise through the production ramp. The Kato team, however, has been able to solve eachmanufacturing problem presented to date. And from a capacity perspective, we have 10 gigawatt hours worth of equipment landed at Kato. The production staff is nearly all hired. Our material supply chain is established and the team is ontrack for full production ramp this year. Meanwhile, we've developed enough engineeringconﬁdence with our 4680 design and the production process and equipment to kick offmanufacturing equipment and facility construction to support our 100 Gigawatt hour 2022 goal.",0.047355443239212036,0.5763643980026245,0.37628012895584106
,"Elon Musk: It's not remarkable at all for the car tocompletely drive you from one location to another through a series of complex intersections. It'snow about just improving the corner case reliability and getting it to 99.9999% reliable with respectto an accident.Basically, we need to get it to better than human by a factor of at least 100% or 200%. And this ishappening rapidly because we've got so much training data with all cars in the ﬁeld. And thesoftware is improving dramatically. The -- we also write the software for labeling. And I'll say it'squite challenging. We're moving everything towards video labeling, allvideo inference. And so there are still a few of the neural nets that need to be upgraded to videotraining. And really, as we transition each net to video, the performancesbecome exceptional.",0.46907714009284973,0.3084355890750885,0.22248722612857819
,"The next question is, what is Tesla's current gigawatt hour run rate of the 4680 cellproduction? How do you see this run rate evolving by mid-2021 or end of 2021?Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes. And we don't see any showstoppers.Andrew D. Baglino - Tesla,. Inc. -- SVP of Powertrain & Energy EngineeringYes. Agreed, Elon. Thank you. The next question was, what are your thoughts on Tesla's potential growth rate in the next few years? Elon Musk: We are progressing up that S-curve as fast as we possiblycan. We are installing capacity for -- in 2022 for 200 Gigawatt hours a year, and wethink probably we should be able to achieve 30% of targeted design capacity.",0.02764955721795559,0.5654389262199402,0.4069115221500397
,"Tesla had a reputation for outstanding customer service. Now it'simpossible to even call a service center, and appointments are scheduled weeks out. Jerome?Jerome Guillen - Tesla, Inc. - President of Automotive DivisionYes. Well, as far as best service, no service, so we spent a lot of efforts trying to improve the qualityand the reliability of our cars. In the last 2 years, the frequency of service visits are reduced by 1/3. So we're trying to service the cars very quickly so people can get their vehicles back on theroad. Thank you very much. And one more question is from the retail investors. What is Tesla doing toimprove service experience? Tesla had a rep for outstanding service. It's now impossible to evencall a service centers.",0.3243900239467621,0.35108426213264465,0.3245256841182709
,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes. So it really goes back to what I was saying a moment ago, which is we need to transition overthe neural nets in the car to video. That means gathering video clips than using -- and this is actuallysurround video. So you've got 8 cameras operating simultaneously with synchronized frame rates. Yes. I really do see this as a question of getting work done. We're getting it done. And you can see theresults in the rapidly improving FSD betas that are leased. And we're also going to be expanding theFSD beta itself to include more and more people. So from my standpoint, it looks like a very clear and obvious path towards a vehicle that will drive100% safer than a person.",0.12391596287488937,0.44754552841186523,0.4285385012626648
,"Elon Musk: I think we're very open to licensing our software to third parties. And we've had some preliminarydiscussions about licensing Autopilot to other OEMs. We haven't thought as much about Autobidder, butthe Tesla philosophy is deﬁnitely not to create walled gardens. We're going to allow othercompanies to use our Supercharger networks, and yes, using our autonomy software andAutobidder and perhaps other things, we'd be ﬁne to. Thank you. Back to the page you came from. The second question from institutionals is, does Tesla plan or expect to license anyof its software applications, FSD and Autobidger in particular, to third-party OEMs? The answer is yes, we're more than happy todo.",0.13029204308986664,0.4048623740673065,0.46484553813934326
,"Elon Musk: We currently are winning that -- we are currently the leader in the Chinese EV market. So Ithink we're must be doing something right if we're the best-selling electric car in China. That said,very few of our customers in China, I think maybe as low as 1% or 2%, actually have selected theFSD option. This is much lower than rest of world. So we deﬁnitely need to make it work well inChina. I think as soon as it works well in China,. then we will have the take rate for FSD. And hopefully, that is later this year. The next question is, key differences in product, customer preferences, FSD strategybetween China and the rest of the world. Do we need to do things differently to win the ChineseEVmarket?",0.1800706833600998,0.4216940402984619,0.3982352316379547
,"The fundamental limit on electric vehicles right now, in general, is total availability ofcells, what's the output of factory cells in gigawatt hours. And you can't grow faster than that. Nowat Tesla, we've improved the efﬁciency of our cars dramatically. And withsome slight continued improvements, we'll start to get to a 300-mile range even with the Standardpack, an order of 500 kilometers. But fundamentally,the growth is dependent on cell production. And there's obviously a lot of other companies thatwant to -- that have a need for cells. So there's ef ﬁCIency improvements in the car. But there's also a lot more work to be done.",0.13409176468849182,0.40003901720046997,0.46586915850639343
,"The next question is about 4680 cells, which we already covered in the retailsection of this call. So let's go straight to the last question from institutional investors. What are your expectations for Cybertruck deliveries in2021?Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorAll right. So we're no longer iterating atthe design center level or design level. We've got the designs ﬁxed. And I think it's going to be an incredible vehicle. If we get lucky, we'll be able to do a fewdeliveries towards the end of this year, but I expect volume production to be in 2022.",0.07632792741060257,0.28292274475097656,0.6407493352890015
,"The rest of the world is fairly dynamic. In Europe, we see a general slowdown, generally notreaching past Level 3 right now. The -- what we're seeing right now in the U.S., for example, is a pretty dynamic space, but it'soverall not particularly limiting on a rule basis. What we're going to expect is to have to workwith regulators to demonstrate really, really high reliability, as Elon said before. Thank you very much. And now we can start with questions in the queue.OperatorOur ﬁrst question will come from Colin Rusch with Oppenheimer.",0.09753583371639252,0.3614424765110016,0.5410217046737671
,"We expect a pretty dynamic 2021 in the regulatory space. China showed an interest in working on Level 4 or even Level 5 later this year. We are entering aseries of long-term agreements with preferred suppliers to ensure that not only we're going to haveenough quantity to support the growth, 50% CAGR. But we're also lookingforward to pricing, and we're watching this very closely for all the components. And our priority now is to deal with the disruptions fromCOVID and shipping, in particular, boats between Asia and North America. And we're entering into long- term agreements with Preferred Suppliers to ensure we have enough quantity for the growth we're experiencing. We're looking forward to a very, very exciting 2021.",0.023317232728004456,0.21674230694770813,0.7599404454231262
,"Zachary J. Kirkhorn - Tesla, Inc. - CFOSure. On the regulatory credit sales side, this is always an area that's extremely difﬁcult for us toforecast. 2020 regulatory credit Sales ended up being higher than our expectations. In the long term, regulatory creditSales will not be a material part of the business, Zachary Kirkhorn said. On capital, what should we think about the use of those funds beyond just covering someof the maturities? And can you just give us a sense of what the elevated liquidity does and doesn'tbuy? To what extent does elevated capital enable you to accelerate plans on buildingcapacity or expanding vertical integration, accelerating timing on full self-drive features? So thoseare the questions.",0.37176138162612915,0.492422878742218,0.13581573963165283
